1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
3690,North Dakota,ND,S,n/a,,,,,Party Votes:,REP,65205,,,,,,,,,
3691,North Dakota,ND,S,S0ND00101,,Tracy,Potter,"Potter, Tracy",,DNL,26258,99.6395097332372%,,,52955,22.1743463477547%,,,,
3692,North Dakota,ND,S,n/a,,,Scattered,Scattered,,W(DNL),91,0.34531172921489%,,,,,,,,
3693,North Dakota,ND,S,S2ND00040,,Byron,Dorgan,"Dorgan, Byron",,W(DNL),4,0.0151785375479073%,,,,,,,,
3694,North Dakota,ND,S,n/a,,,,,Party Votes:,DNL,26353,,,,,,,,,
3695,North Dakota,ND,S,S0ND00119,,Keith J.,Hanson,"Hanson, Keith J.",,LIB,535,97.6277372262774%,,,3890,1.62889637036665%,,,,
3696,North Dakota,ND,S,n/a,,,Scattered,Scattered,,W(LIB),13,2.37226277372263%,,,,,,,,
3697,North Dakota,ND,S,n/a,,,,,Party Votes:,LIB,548,,,,,,,,,
3698,North Dakota,ND,S,n/a,,,Scattered,Scattered,,W,,,,,278,0.116409560658593%,,,,
3699,North Dakota,ND,S,n/a,,,,,Total State Votes:,,92106,,,,238812,,,,,
3700,,,,n/a,,,,,,,,,,,,,,,,
3701,Northern Mariana Islands,MP,00,H8MP00041,(I),Gregorio Kilili Camacho,Sablan,"Sablan, Gregorio Kilili Camacho",,IND,,,,,4852,42.7413671599718%,,,,
3702,Northern Mariana Islands,MP,00,H0MP03018,,Joseph James Norita,Camacho,"Camacho, Joseph James Norita",,COV,,,,,2744,24.1719520789288%,,,,
3703,Northern Mariana Islands,MP,00,H0MP00014,,Juan Nekai,Babauta,"Babauta, Juan Nekai",,REP,,,,,2049,18.0496828752643%,,,,
3704,Northern Mariana Islands,MP,00,H0MP01012,,Jesus Camacho,Borja,"Borja, Jesus Camacho",,DEM,,,,,1707,15.0369978858351%,,,,
3705,Northern Mariana Islands,MP,00,n/a,,,,,District Votes:,,,,,,11352,,,,,
3706,Northern Mariana Islands,MP,H,n/a,,,,,Total Votes:,,,,,,11352,,,,,
3707,,,,n/a,,,,,,,,,,,,,,,,
3708,Ohio,OH,01,H8OH01043,,Steve,Chabot,"Chabot, Steve",,REP,33544,100%,,,103770,51.4941593306801%,,,,
3709,Ohio,OH,01,n/a,,,,,Party Votes:,REP,33544,,,,,,,,,
3710,Ohio,OH,01,H8OH01068,(I),Steve,Driehaus,"Driehaus, Steve",,DEM,20628,82.9466403956733%,,,92672,45.9869589813317%,,,,
3711,Ohio,OH,01,H8OH01076,,Eric,Wilson,"Wilson, Eric",,DEM,4241,17.0533596043267%,,,,,,,,
3712,Ohio,OH,01,n/a,,,,,Party Votes:,DEM,24869,,,,,,,,,
3713,Ohio,OH,01,H2OH01020,,Jim,Berns,"Berns, Jim",,LIB,124,57.1428571428571%,,,3076,1.52641451383995%,,,,
3714,Ohio,OH,01,H0OH01073,,Jared,Croxton,"Croxton, Jared",,LIB,93,42.8571428571429%,,,,,,,,
3715,Ohio,OH,01,n/a,,,,,Party Votes:,LIB,217,,,,,,,,,
3716,Ohio,OH,01,H0OH01065,,Rich,Stevenson,"Stevenson, Rich",,GRE,46,100%,,,2000,0.992467174148215%,,,,
3717,Ohio,OH,01,n/a,,,,,Party Votes:,GRE,46,,,,,,,,,
3718,Ohio,OH,01,n/a,,,,,District Votes:,,58676,,,,201518,,,,,
3719,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3720,Ohio,OH,02,H6OH02086,(I),Jean,Schmidt,"Schmidt, Jean",,REP,36214,61.713331401987%,,,139027,58.4527738653325%,,,,
3721,Ohio,OH,02,H0OH02063,,C. Michael,Kilburn,"Kilburn, C. Michael",,REP,13007,22.1656072664065%,,,,,,,,
3722,Ohio,OH,02,H0OH02089,,Debbi,Alsfelder,"Alsfelder, Debbi",,REP,5235,8.92111586373784%,,,,,,,,
3723,Ohio,OH,02,H0OH02097,,Tim,Martz,"Martz, Tim",,REP,4225,7.19994546786865%,,,,,,,,
3724,Ohio,OH,02,n/a,,,,,Party Votes:,REP,58681,,,,,,,,,
3725,Ohio,OH,02,H0OH02048,,Surya,Yalamanchili,"Yalamanchili, Surya",,DEM,10342,41.14744966977%,,,82431,34.6574449746684%,,,,
3726,Ohio,OH,02,H8OH02090,,David H.,Krikorian,"Krikorian, David H.",,DEM,9388,37.3517943821119%,,,,,,,,
3727,Ohio,OH,02,H0OH02071,,Jim,Parker,"Parker, Jim",,DEM,5404,21.5007559481181%,,,,,,,,
3728,Ohio,OH,02,n/a,,,,,Party Votes:,DEM,25134,,,,,,,,,
3729,Ohio,OH,02,H0OH02105,,Marc,Johnston,"Johnston, Marc",,LIB,227,100%,,,16259,6.83596459879333%,,,,
3730,Ohio,OH,02,n/a,,,,,Party Votes:,LIB,227,,,,,,,,,
3731,Ohio,OH,02,H0OH02121,,Randy Lee,Conover,"Conover, Randy Lee",,W,,,,,128,0.0538165612058273%,,,,
3732,Ohio,OH,02,n/a,,,,,District Votes:,,84042,,,,237845,,,,,
3733,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3734,Ohio,OH,03,H2OH03067,(I),Mike,Turner,"Turner, Mike",,REP,50317,85.8886385361191%,,,152629,68.1124042769676%,,,,
3735,Ohio,OH,03,H0OH03053,,Rene L.,Oberer,"Oberer, Rene L.",,REP,8267,14.1113614638809%,,,,,,,,
3736,Ohio,OH,03,n/a,,,,,Party Votes:,REP,58584,,,,,,,,,
3737,Ohio,OH,03,H0OH03079,,Joe,Roberts,"Roberts, Joe #",,DEM,#,,,,71455,31.8875957230324%,,,"#  Mark MacNealy withdrew after the primary election.  A special primary election was held on July 13, 2010, to select a new nominee.  The results are below.",
3738,Ohio,OH,03,H0OH03061,,Mark A.,MacNealy,"MacNealy, Mark A. #",,DEM,25365,100%,,,,,,,"#  Mark MacNealy withdrew after the primary election.  A special primary election was held on July 13, 2010, to select a new nominee.  The results are below.",
3739,Ohio,OH,03,n/a,,,,,Party Votes:,DEM,25365,,,,,,,,,
3740,Ohio,OH,03,n/a,,,,,District Votes:,,83949,,,,224084,,,,,
3741,Ohio,OH,03,n/a,,,,,,,,,,,,,,,,
3742,Ohio,OH,03,n/a,,,,,,,,,,,,,,,,
3743,Ohio,OH,03,H0OH03079,SPECIAL PRIMARY,Joe,Roberts,"Roberts, Joe",,DEM,2561,44.4540878319736%,,,,,,,"OH/03 Special Primary Election, 7/13/10.",
3744,Ohio,OH,03,H0OH03087,SPECIAL PRIMARY,Guy N.,Fogle,"Fogle, Guy N.",,DEM,2123,36.851241103975%,,,,,,,"OH/03 Special Primary Election, 7/13/10.",
3745,Ohio,OH,03,H8OH03098,SPECIAL PRIMARY,David ,Esrati,"Esrati, David ",,DEM,1077,18.6946710640514%,,,,,,,"OH/03 Special Primary Election, 7/13/10.",
3746,Ohio,OH,03,n/a,,,,,Party Votes:,DEM,5761,,,,,,,,"OH/03 Special Primary Election, 7/13/10.",
3747,Ohio,OH,03,n/a,,,,,District Votes:,,5761,,,,,,,,"OH/03 Special Primary Election, 7/13/10.",
3748,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3749,Ohio,OH,04,H6OH04082,(I),Jim,Jordan,"Jordan, Jim",,REP,56093,100%,,,146029,71.4882263670632%,,,,
3750,Ohio,OH,04,n/a,,,,,Party Votes:,REP,56093,,,,,,,,,
3751,Ohio,OH,04,H0OH04069,,Doug,Litt,"Litt, Doug",,DEM,18250,100%,,,50533,24.7383365153963%,,,,
3752,Ohio,OH,04,n/a,,,,,Party Votes:,DEM,18250,,,,,,,,,
3753,Ohio,OH,04,H0OH04077,,Donald Charles,Kissick,"Kissick, Donald Charles",,LIB,123,100%,,,7708,3.77343711754051%,,,,
3754,Ohio,OH,04,n/a,,,,,Party Votes:,LIB,123,,,,,,,,,
3755,Ohio,OH,04,n/a,,,,,District Votes:,,74466,,,,204270,,,,,
3756,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3757,Ohio,OH,05,H8OH05036,(I),Bob,Latta,"Latta, Bob",,REP,42827,83.0286345747465%,,,140703,67.8240372518113%,,,,
3758,Ohio,OH,05,H0OH05058,,Robert,Wallis,"Wallis, Robert",,REP,8754,16.9713654252535%,,,,,,,,
3759,Ohio,OH,05,n/a,,,,,Party Votes:,REP,51581,,,,,,,,,
3760,Ohio,OH,05,H0OH05041,,Caleb,Finkenbiner,"Finkenbiner, Caleb",,DEM,18442,100%,,,54919,26.4729842422139%,,,,
3761,Ohio,OH,05,n/a,,,,,Party Votes:,DEM,18442,,,,,,,,,
3762,Ohio,OH,05,H0OH05066,,Brian L.,Smith,"Smith, Brian L.",,LIB,277,100%,,,11831,5.70297850597485%,,,,
3763,Ohio,OH,05,n/a,,,,,Party Votes:,LIB,277,,,,,,,,,
3764,Ohio,OH,05,n/a,,,,,District Votes:,,70300,,,,207453,,,,,
3765,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3766,Ohio,OH,06,H0OH06189,,Bill,Johnson,"Johnson, Bill",,REP,14103,42.5481204368551%,,,103170,50.1860634804816%,,,,
3767,Ohio,OH,06,H0OH06163,,Donald K.,Allen,"Allen, Donald K.",,REP,12406,37.4283473118928%,,,,,,,,
3768,Ohio,OH,06,H6OH06137,,Richard D.,Stobbs,"Stobbs, Richard D.",,REP,6637,20.023532251252%,,,,,,,,
3769,Ohio,OH,06,n/a,,,,,Party Votes:,REP,33146,,,,,,,,,
3770,Ohio,OH,06,H6OH06095,(I),Charlie,Wilson,"Wilson, Charlie",,DEM,34772,68.9291519644769%,,,92823,45.152863918278%,,,,
3771,Ohio,OH,06,H0OH06205,,Jim,Renner,"Renner, Jim",,DEM,15674,31.0708480355231%,,,,,,,,
3772,Ohio,OH,06,n/a,,,,,Party Votes:,DEM,50446,,,,,,,,,
3773,Ohio,OH,06,H0OH06197,,Richard E.,Cadle,"Cadle, Richard E.",,CON,54,100%,,,5077,2.46965827556853%,,,,
3774,Ohio,OH,06,n/a,,,,,Party Votes:,CON,54,,,,,,,,,
3775,Ohio,OH,06,H0OH06213,,Martin J.,Elsass,"Elsass, Martin J.",,LIB,93,100%,,,4505,2.1914143256719%,,,,
3776,Ohio,OH,06,n/a,,,,,Party Votes:,LIB,93,,,,,,,,,
3777,Ohio,OH,06,n/a,,,,,District Votes:,,83739,,,,205575,,,,,
3778,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3779,Ohio,OH,07,H8OH07065,(I),Steve,Austria,"Austria, Steve",,REP,46072,82.8528782347546%,,,135721,62.1680797753684%,,,,
3780,Ohio,OH,07,H0OH07070,,John,Mitchel,"Mitchel, John",,REP,9535,17.1471217652454%,,,,,,,,
3781,Ohio,OH,07,n/a,,,,,Party Votes:,REP,55607,,,,,,,,,
3782,Ohio,OH,07,H0OH07112,,Bill,Conner,"Conner, Bill",,DEM,12780,46.3883847549909%,,,70400,32.2472779907747%,,,,
3783,Ohio,OH,07,H0OH07120,,Olivia,Freeman,"Freeman, Olivia",,DEM,10760,39.0562613430127%,,,,,,,,
3784,Ohio,OH,07,H0OH07096,,James John,Barton,"Barton, James John",,DEM,4010,14.5553539019964%,,,,,,,,
3785,Ohio,OH,07,n/a,,,,,Party Votes:,DEM,27550,,,,,,,,,
3786,Ohio,OH,07,H0OH07104,,John D.,Anderson,"Anderson, John D.",,LIB,230,100%,,,9381,4.29704140385593%,,,,
3787,Ohio,OH,07,n/a,,,,,Party Votes:,LIB,230,,,,,,,,,
3788,Ohio,OH,07,H0OH07138,,David W.,Easton,"Easton, David W.",,CON,109,100%,,,2811,1.28760083000096%,,,,
3789,Ohio,OH,07,n/a,,,,,Party Votes:,CON,109,,,,,,,,,
3790,Ohio,OH,07,n/a,,,,,District Votes:,,83496,,,,218313,,,,,
3791,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3792,Ohio,OH,08,H0OH08029,(I),John A.,Boehner,"Boehner, John A.",,REP,50555,84.6661419168997%,,,142731,65.6427638477529%,,,,
3793,Ohio,OH,08,H0OH08110,,Thomas F.,McMasters,"McMasters, Thomas F.",,REP,6266,10.4938788497932%,,,,,,,,
3794,Ohio,OH,08,H0OH08094,,Manfred R.,Schreyer,"Schreyer, Manfred R.",,REP,2890,4.8399792333071%,,,,,,,,
3795,Ohio,OH,08,n/a,,,,,Party Votes:,REP,59711,,,,,,,,,
3796,Ohio,OH,08,H0OH08102,,Justin A.,Coussoule,"Coussoule, Justin A.",,DEM,18118,100%,,,65883,30.2999503302121%,,,,
3797,Ohio,OH,08,n/a,,,,,Party Votes:,DEM,18118,,,,,,,,,
3798,Ohio,OH,08,H0OH08136,,David A.,Harlow,"Harlow, David A.",,LIB,239,100%,,,5121,2.35517577586048%,,,,
3799,Ohio,OH,08,n/a,,,,,Party Votes:,LIB,239,,,,,,,,,
3800,Ohio,OH,08,H0OH08128,,"James J., Jr.",Condit,"Condit, James J., Jr.",,CON,96,100%,,,3701,1.70211004617451%,,,,
3801,Ohio,OH,08,n/a,,,,,Party Votes:,CON,96,,,,,,,,,
3802,Ohio,OH,08,n/a,,,,,District Votes:,,78164,,,,217436,,,,,
3803,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3804,Ohio,OH,09,H2OH09031,(I),Marcy,Kaptur,"Kaptur, Marcy",,DEM,33637,86.4860000514231%,,,121819,59.3538359595015%,,,,
3805,Ohio,OH,09,H0OH09126,,Dale R.,Terry,"Terry, Dale R.",,DEM,5256,13.5139999485769%,,,,,,,,
3806,Ohio,OH,09,n/a,,,,,Party Votes:,DEM,38893,,,,,,,,,
3807,Ohio,OH,09,H0OH09118,,Jeremy D.,Swartz,"Swartz, Jeremy D. #",,LIB,207,53.0769230769231%,,,,,,,#  Jeremy Swartz withdrew after the primary election.,
3808,Ohio,OH,09,H0OH09134,,Joseph Michael,Jaffe,"Jaffe, Joseph Michael",,LIB,183,46.9230769230769%,,,,,,,,
3809,Ohio,OH,09,n/a,,,,,Party Votes:,LIB,390,,,,,,,,,
3810,Ohio,OH,09,H0OH09092,,Rich,Iott,"Iott, Rich",,REP,20675,71.2366054508493%,,,83423,40.6461640404985%,,,,
3811,Ohio,OH,09,H0OH09100,,Jack L.,Smith,"Smith, Jack L.",,REP,8348,28.7633945491507%,,,,,,,,
3812,Ohio,OH,09,n/a,,,,,Party Votes:,REP,29023,,,,,,,,,
3813,Ohio,OH,09,n/a,,,,,District Votes:,,68306,,,,205242,,,,,
3814,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3815,Ohio,OH,10,H6OH23033,(I),Dennis J.,Kucinich,"Kucinich, Dennis J.",,DEM,47976,100%,,,101343,53.0519405735345%,,,,
3816,Ohio,OH,10,n/a,,,,,Party Votes:,DEM,47976,,,,,,,,,
3817,Ohio,OH,10,H0OH10082,,Peter J.,Corrigan,"Corrigan, Peter J.",,REP,16678,75.9713934314217%,,,83809,43.8730853391685%,,,,
3818,Ohio,OH,10,H0OH10090,,W. Benjamin,Franklin,"Franklin, W. Benjamin",,REP,5275,24.0286065685783%,,,,,,,,
3819,Ohio,OH,10,n/a,,,,,Party Votes:,REP,21953,,,,,,,,,
3820,Ohio,OH,10,H0OH10108,,Jeff,Goggins,"Goggins, Jeff",,LIB,292,100%,,,5874,3.07497408729702%,,,,
3821,Ohio,OH,10,n/a,,,,,Party Votes:,LIB,292,,,,,,,,,
3822,Ohio,OH,10,n/a,,,,,District Votes:,,70221,,,,191026,,,,,
3823,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3824,Ohio,OH,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,DEM,47773,85.3989024150444%,,,139693,82.9299423557558%,,,,
3825,Ohio,OH,11,H0OH11064,,Daniel W.,Reilly,"Reilly, Daniel W.",,DEM,5385,9.62621333190326%,,,,,,,,
3826,Ohio,OH,11,H8OH11166,,Isaac,Powell,"Powell, Isaac",,DEM,2783,4.97488425305232%,,,,,,,,
3827,Ohio,OH,11,n/a,,,,,Party Votes:,DEM,55941,,,,,,,,,
3828,Ohio,OH,11,H8OH11133,,Thomas,Pekarek,"Pekarek, Thomas",,REP,237,100%,,,28754,17.0700576442442%,,,,
3829,Ohio,OH,11,n/a,,,,,Party Votes:,REP,237,,,,,,,,,
3830,Ohio,OH,11,n/a,,,,,District Votes:,,56178,,,,168447,,,,,
3831,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3832,Ohio,OH,12,H0OH12062,(I),Pat,Tiberi,"Tiberi, Pat",,REP,53632,86.4001031027483%,,,150163,55.7853480942121%,,,,
3833,Ohio,OH,12,H0OH12088,,Andrew G.,Zukowski,"Zukowski, Andrew G.",,REP,8442,13.5998968972517%,,,,,,,,
3834,Ohio,OH,12,n/a,,,,,Party Votes:,REP,62074,,,,,,,,,
3835,Ohio,OH,12,H0OH12120,,Paula,Brooks,"Brooks, Paula",,DEM,37802,100%,,,110307,40.9788988780742%,,,,
3836,Ohio,OH,12,n/a,,,,,Party Votes:,DEM,37802,,,,,,,,,
3837,Ohio,OH,12,H0OH12153,,Travis M.,Irvine,"Irvine, Travis M.",,LIB,349,60.801393728223%,,,8710,3.2357530277138%,,,,
3838,Ohio,OH,12,H0OH12146,,Eddie,Florek,"Florek, Eddie",,LIB,225,39.198606271777%,,,,,,,,
3839,Ohio,OH,12,n/a,,,,,Party Votes:,LIB,574,,,,,,,,,
3840,Ohio,OH,12,H2OH12068,,Robert,Fitrakis,"Fitrakis, Robert",,W(GRE),20,100%,,,,,,,,
3841,Ohio,OH,12,n/a,,,,,Party Votes:,GRE,20,,,,,,,,,
3842,Ohio,OH,12,n/a,,,,,District Votes:,,100470,,,,269180,,,,,
3843,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3844,Ohio,OH,13,H6OH13133,(I),Betty,Sutton,"Sutton, Betty",,DEM,37460,79.4216172666751%,,,118806,55.7321987306085%,,,,
3845,Ohio,OH,13,H0OH13110,,Justin P.,Wooden,"Wooden, Justin P.",,DEM,9706,20.5783827333249%,,,,,,,,
3846,Ohio,OH,13,n/a,,,,,Party Votes:,DEM,47166,,,,,,,,,
3847,Ohio,OH,13,H0OH13136,,Tom,Ganley,"Ganley, Tom",,REP,24757,74.2828852616419%,,,94367,44.2678012693915%,,,,
3848,Ohio,OH,13,H0OH13169,,Bill,Haney,"Haney, Bill",,REP,2278,6.8350936149784%,,,,,,,,
3849,Ohio,OH,13,H0OH13144,,Todd,Sharkey,"Sharkey, Todd",,REP,2221,6.6640662506001%,,,,,,,,
3850,Ohio,OH,13,H0OH13102,,Jason,Meade,"Meade, Jason",,REP,1761,5.28384541526644%,,,,,,,,
3851,Ohio,OH,13,H0OH13177,,Jim,Hrubik,"Hrubik, Jim",,REP,1704,5.11281805088814%,,,,,,,,
3852,Ohio,OH,13,H0OH13151,,James F.,Brihan,"Brihan, James F.",,REP,607,1.82129140662506%,,,,,,,,
3853,Ohio,OH,13,n/a,,,,,Party Votes:,REP,33328,,,,,,,,,
3854,Ohio,OH,13,n/a,,,,,District Votes:,,80494,,,,213173,,,,,
3855,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3856,Ohio,OH,14,H4OH19036,(I),Steven C.,LaTourette,"LaTourette, Steven C.",,REP,39190,100%,,,149878,64.92019145388%,,,,
3857,Ohio,OH,14,n/a,,,,,Party Votes:,REP,39190,,,,,,,,,
3858,Ohio,OH,14,H8OH14087,,Bill,O'Neill,"O'Neill, Bill",,DEM,19013,62.4318644513036%,,,72604,31.4486821302493%,,,,
3859,Ohio,OH,14,H8OH14095,,"John H., Jr.",Green,"Green, John H., Jr.",,DEM,5737,18.8382478492152%,,,,,,,,
3860,Ohio,OH,14,H6OH14172,,Dale Virgil,Blanchard,"Blanchard, Dale Virgil",,DEM,5704,18.7298876994812%,,,,,,,,
3861,Ohio,OH,14,n/a,,,,,Party Votes:,DEM,30454,,,,,,,,,
3862,Ohio,OH,14,H0OH14076,,John M.,Jelenic,"Jelenic, John M.",,LIB,231,100%,,,8383,3.63112641587075%,,,,
3863,Ohio,OH,14,n/a,,,,,Party Votes:,LIB,231,,,,,,,,,
3864,Ohio,OH,14,n/a,,,,,District Votes:,,69875,,,,230865,,,,,
3865,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3866,Ohio,OH,15,H8OH15076,,Steve,Stivers,"Stivers, Steve",,REP,39963,82.2876557191393%,,,119471,54.1582802952003%,,,,
3867,Ohio,OH,15,H0OH15099,,John,Adams,"Adams, John",,REP,5894,12.1363121589622%,,,,,,,,
3868,Ohio,OH,15,H0OH15107,,Ralph A.,Applegate,"Applegate, Ralph A.",,REP,2708,5.57603212189849%,,,,,,,,
3869,Ohio,OH,15,n/a,,,,,Party Votes:,REP,48565,,,,,,,,,
3870,Ohio,OH,15,H6OH15104,(I),Mary Jo,Kilroy,"Kilroy, Mary Jo",,DEM,36435,100%,,,91077,41.286786705108%,,,,
3871,Ohio,OH,15,n/a,,,,,Party Votes:,DEM,36435,,,,,,,,,
3872,Ohio,OH,15,H0OH15123,,William J.,Kammerer,"Kammerer, William J.",,LIB,629,100%,,,6116,2.77248907505123%,,,,
3873,Ohio,OH,15,n/a,,,,,Party Votes:,LIB,629,,,,,,,,,
3874,Ohio,OH,15,H8OH12081,,David,Ryon,"Ryon, David",,CON,171,52.1341463414634%,,,3887,1.76204464269524%,,,,
3875,Ohio,OH,15,H0OH15115,,Chris,Macisco,"Macisco, Chris",,CON,157,47.8658536585366%,,,,,,,,
3876,Ohio,OH,15,n/a,,,,,Party Votes:,CON,328,,,,,,,,,
3877,Ohio,OH,15,H0OH15040,,Bill,Buckel,"Buckel, Bill",,W,,,,,45,0.0203992819452755%,,,,
3878,Ohio,OH,15,n/a,,,,,District Votes:,,85957,,,,220596,,,,,
3879,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3880,Ohio,OH,16,H0OH16097,,Jim,Renacci,"Renacci, Jim",,REP,30358,49.2448943176473%,,,114652,52.0821125026688%,,,,
3881,Ohio,OH,16,H6OH16102,,Matt,Miller,"Miller, Matt",,REP,24322,39.453663600824%,,,,,,,,
3882,Ohio,OH,16,H8OH16082,,Paul R.,Schiffer,"Schiffer, Paul R.",,REP,5048,8.18855743182961%,,,,,,,,
3883,Ohio,OH,16,H0OH16105,,H. Doyle,Smith,"Smith, H. Doyle",,REP,1919,3.11288464969909%,,,,,,,,
3884,Ohio,OH,16,n/a,,,,,Party Votes:,REP,61647,,,,,,,,,
3885,Ohio,OH,16,H8OH16058,(I),John A.,Boccieri,"Boccieri, John A.",,DEM,31507,100%,,,90833,41.2620322798984%,,,,
3886,Ohio,OH,16,n/a,,,,,Party Votes:,DEM,31507,,,,,,,,,
3887,Ohio,OH,16,H0OH16089,,Jeffrey J.,Blevins,"Blevins, Jeffrey J.",,LIB,116,100%,,,14585,6.62541962505167%,,,,
3888,Ohio,OH,16,n/a,,,,,Party Votes:,LIB,116,,,,,,,,,
3889,Ohio,OH,16,H0OH16113,,Robert L.,Ross,"Ross, Robert L.",,W,,,,,67,0.0304355923811081%,,,,
3890,Ohio,OH,16,n/a,,,,,District Votes:,,93270,,,,220137,,,,,
3891,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3892,Ohio,OH,17,H2OH17109,(I),Timothy J.,Ryan,"Ryan, Timothy J.",,DEM,48750,78.745880984687%,,,102758,53.8942443854699%,,,,
3893,Ohio,OH,17,H0OH17178,,Dan,Moadus,"Moadus, Dan",,DEM,7520,12.1470569231763%,,,,,,,,
3894,Ohio,OH,17,H0OH17152,,Robert,Crow,"Crow, Robert",,DEM,5638,9.10706209213672%,,,,,,,,
3895,Ohio,OH,17,n/a,,,,,Party Votes:,DEM,61908,,,,,,,,,
3896,Ohio,OH,17,H0OH17145,,Jim,Graham,"Graham, Jim",,REP,12922,71.7131916310561%,,,57352,30.0798254539352%,,,,
3897,Ohio,OH,17,H0OH17137,,M.E.,Henderson,"Henderson, M.E.",,REP,5097,28.2868083689439%,,,,,,,,
3898,Ohio,OH,17,n/a,,,,,Party Votes:,REP,18019,,,,,,,,,
3899,Ohio,OH,17,H0OH17186,,Elaine R.,Mastromatteo,"Mastromatteo, Elaine R.",,W(GRE),16,100%,,,,,,,,
3900,Ohio,OH,17,n/a,,,,,Party Votes:,GRE,16,,,,,,,,,
3901,Ohio,OH,17,H4OH17071,,"James A., Jr.",Traficant,"Traficant, James A., Jr.",,IND,,,,,30556,16.025930160595%,,,,
3902,Ohio,OH,17,n/a,,,,,District Votes:,,79943,,,,190666,,,,,
3903,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3904,Ohio,OH,18,H0OH18077,,Bob,Gibbs,"Gibbs, Bob",,REP,11037,20.9430740037951%,,,107426,53.8616581765673%,,,,
3905,Ohio,OH,18,H8OH18088,,Fred,Dailey,"Dailey, Fred",,REP,10881,20.6470588235294%,,,,,,,,
3906,Ohio,OH,18,H8OH18070,,Jeanette,Moll,"Moll, Jeanette",,REP,10013,19%,,,,,,,,
3907,Ohio,OH,18,H0OH18101,,Ron,Hood,"Hood, Ron",,REP,8204,15.5673624288425%,,,,,,,,
3908,Ohio,OH,18,H0OH18093,,Dave,Daubenmire,"Daubenmire, Dave",,REP,6288,11.9316888045541%,,,,,,,,
3909,Ohio,OH,18,H0OH18085,,Hombre,Liggett,"Liggett, Hombre",,REP,4065,7.7134724857685%,,,,,,,,
3910,Ohio,OH,18,H0OH18119,,Michael D.,Royer,"Royer, Michael D.",,REP,1318,2.50094876660342%,,,,,,,,
3911,Ohio,OH,18,H8OH18112,,Beau,Bromberg,"Bromberg, Beau",,REP,894,1.69639468690702%,,,,,,,,
3912,Ohio,OH,18,n/a,,,,,Party Votes:,REP,52700,,,,,,,,,
3913,Ohio,OH,18,H6OH18157,(I),Zack,Space,"Space, Zack",,DEM,28743,100%,,,80756,40.4897517147327%,,,,
3914,Ohio,OH,18,n/a,,,,,Party Votes:,DEM,28743,,,,,,,,,
3915,Ohio,OH,18,H0OH18127,,Lindsey Dean,Sutton,"Sutton, Lindsey Dean",,W(CON)/CON,31,100%,,,11246,5.63856243231319%,,,,
3916,Ohio,OH,18,n/a,,,,,Party Votes:,CON,31,,,,,,,,,
3917,Ohio,OH,18,H8OH18104,,Mark ,Pitrone,"Pitrone, Mark ",,W ,,,,,20,0.0100276763868276%,,,,
3918,Ohio,OH,18,n/a,,,,,District Votes:,,81474,,,,199448,,,,,
3919,Ohio,OH,H,n/a,,,,,Total State Votes:,,1403020,,,,3825274,,,,,
3920,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3921,Ohio,OH,,n/a,,,,,,,,,,,,,,,,
3922,Ohio,OH,S,S0OH00133,,Rob,Portman,"Portman, Rob",,REP,667369,100%,,,2168742,56.8462985747679%,,,,
3923,Ohio,OH,S,n/a,,,,,Party Votes:,REP,667369,,,,,,,,,
3924,Ohio,OH,S,S0OH00158,,Lee,Fisher,"Fisher, Lee",,DEM,380189,55.565721301053%,,,1503297,39.4038894937954%,,,,
3925,Ohio,OH,S,S0OH00141,,Jennifer,Brunner,"Brunner, Jennifer",,DEM,304026,44.434278698947%,,,,,,,,
3926,Ohio,OH,S,n/a,,,,,Party Votes:,DEM,684215,,,,,,,,,
3927,Ohio,OH,S,S0OH00190,,Eric W.,Deaton,"Deaton, Eric W.",,CON,1834,100%,,,65856,1.72619418950706%,,,,
3928,Ohio,OH,S,n/a,,,,,Party Votes:,CON,1834,,,,,,,,,
