1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
3465,New York,NY,29 - UNEXPIRED TERM,n/a,UNEXPIRED TERM,,,,,,,,,,,,,,,
3466,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,,,,Combined Parties:,,,,105907,56.8210229254186%,,
3467,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,REP,,,,,87767,47.0885845042841%,,,,
3468,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,CRV,,,,,13028,6.9897578693793%,,,,
3469,New York,NY,29 - UNEXPIRED TERM,H0NY29054,,"Thomas W., II",Reed,"Reed, Thomas W., II",,IDP,,,,,5112,2.74268055175522%,,,,
3470,New York,NY,29 - UNEXPIRED TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,,,,Combined Parties:,,,,80480,43.1789770745814%,,
3471,New York,NY,29 - UNEXPIRED TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,DEM,,,,,74021,39.7136066356559%,,,,
3472,New York,NY,29 - UNEXPIRED TERM,H0NY29062,,Matthew C.,Zeller,"Zeller, Matthew C.",,WF,,,,,6459,3.46537043892546%,,,,
3473,New York,NY,29 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,186387,,,,,
3474,New York,NY,H,n/a,,,,,Total State Votes:,,318499,,,,4685750,,,,,
3475,New York,NY,,n/a,,,,,,,,,,,,,,,,
3476,New York,NY,,n/a,,,,,,,,,,,,,,,,
3477,New York,NY,SFULL,n/a,FULL TERM,,,,,,,,,,,,,,,
3478,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,,,,Combined Parties:,,,,3047880,66.3044433557635%,,
3479,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,DEM,Unopposed,,,,2686698,58.4471879979012%,3047880,66.3044433557635%,,
3480,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,WF,Unopposed,,,,183714,3.99656630400827%,3047880,66.3044433557635%,,
3481,New York,NY,SFULL,S8NY00082,(I),Charles E.,Schumer,"Schumer, Charles E.",,IDP,Unopposed,,,,177468,3.86068905385403%,3047880,66.3044433557635%,,
3482,New York,NY,SFULL,S0NY00550,,Jay,Townsend,"Townsend, Jay",,,,,Combined Parties:,,,,1480423,32.205540554769%,,
3483,New York,NY,SFULL,S0NY00550,,Jay,Townsend,"Townsend, Jay",,REP,234440,55.4142596462035%,,,1239605,26.9667176877112%,1480423,32.205540554769%,,
3484,New York,NY,SFULL,S0NY00576,,Gary,Berntsen,"Berntsen, Gary",,REP,188628,44.5857403537966%,,,,,,,,
3485,New York,NY,SFULL,n/a,,,,,Party Votes:,REP,423068,,,,,,,,,
3486,New York,NY,SFULL,S0NY00550,,Jay,Townsend,"Townsend, Jay",,CRV,Unopposed,,,,240818,5.23882286705784%,1480423,32.205540554769%,,
3487,New York,NY,SFULL,S0NY00626,,Colia,Clark,"Clark, Colia",,GRE,,,,,42341,0.921098086580305%,,,,
3488,New York,NY,SFULL,S0NY00444,,Randy A. ,Credico,"Credico, Randy A. ",,APP/LIB,,,,,24871,0.541050766664433%,,,,
3489,New York,NY,SFULL,n/a,,,Scattered,Scattered,,W ,,,,,1281,0.0278672362227952%,,,,
3490,New York,NY,SFULL,n/a,,,,,Total Full Term Votes:,,423068,,,,4596796,,,,,
3491,New York,NY,,n/a,,,,,,,,,,,,,,,,
3492,New York,NY,,n/a,,,,,,,,,,,,,,,,
3493,New York,NY,SUN,n/a,UNEXPIRED TERM,,,,,,,,,,,,,,,
3494,New York,NY,SUN,S0NY00410,,Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,,,,Combined Parties:,,,,2837684,62.9369732905042%,,
3495,New York,NY,SUN,S0NY00410,(I),Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,DEM,464512,76.1491336927851%,,,2479393,54.9904397451101%,2837684,62.9369732905042%,,
3496,New York,NY,SUN,S0NY00592,,Gail,Goode,"Goode, Gail",,DEM,145491,23.8508663072149%,,,,,,,,
3497,New York,NY,SUN,n/a,,,,,Party Votes:,DEM,610003,,,,,,,,,
3498,New York,NY,SUN,S0NY00410,(I),Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,WF,Unopposed,,,,182655,4.05110394828214%,2837684,62.9369732905042%,,
3499,New York,NY,SUN,S0NY00410,(I),Kirsten E.,Gillibrand,"Gillibrand, Kirsten E.",,IDP,Unopposed,,,,175636,3.89542959711194%,2837684,62.9369732905042%,,
3500,New York,NY,SUN,S0NY00287,,Joseph J.,DioGuardi,"DioGuardi, Joseph J.",,,,,Combined Parties:,,,,1582693,35.102536811029%,,
3501,New York,NY,SUN,S0NY00287,,Joseph J.,DioGuardi,"DioGuardi, Joseph J.",,REP,185483,41.7805318664883%,,,1338308,29.682323630985%,1582693,35.102536811029%,,
3502,New York,NY,SUN,S0NY00493,,David,Malpass,"Malpass, David",,REP,167151,37.6512008217216%,,,,,,,,
3503,New York,NY,SUN,S0NY00477,,Bruce,Blakeman,"Blakeman, Bruce",,REP,91312,20.5682673117902%,,,,,,,,
3504,New York,NY,SUN,n/a,,,,,Party Votes:,REP,443946,,,,,,,,,
3505,New York,NY,SUN,S0NY00287,,Joseph J.,DioGuardi,"DioGuardi, Joseph J.",,CRV/TX,Unopposed,,,,244385,5.42021318004396%,1582693,35.102536811029%,,
3506,New York,NY,SUN,S0NY00642,,Cecile A.,Lawrence,"Lawrence, Cecile A.",,GRE,,,,,35489,0.787110279053871%,,,,
3507,New York,NY,SUN,S0NY00311,,John,Clifton,"Clifton, John",,LIB,,,,,18414,0.408403975273972%,,,,
3508,New York,NY,SUN,S0NY00436,,Joseph  ,Huff,"Huff, Joseph  ",,RDH,,,,,17019,0.377464280177459%,,,,
3509,New York,NY,SUN,S0NY00634,,Vivia,Morgan,"Morgan, Vivia",,APP,,,,,11787,0.261423789320859%,,,,
3510,New York,NY,SUN,S0NY00477,,Bruce,Blakeman,"Blakeman, Bruce",,TRP,,,,,4516,0.100160331939679%,,,,
3511,New York,NY,SUN,n/a,,,Scattered,Scattered,,W ,,,,,1169,0.0259272427009489%,,,,
3512,New York,NY,SUN,n/a,,,,,Total Unexpired Term Votes:,,1053949,,,,4508771,,,,,
3513,,,,n/a,,,,,,,,,,,,,,,,
3514,North Carolina,NC,01,H4NC01046,(I),G. K.,Butterfield,"Butterfield, G. K.",,DEM,46509,72.9312696993931%,,,103294,59.309489495352%,,,,
3515,North Carolina,NC,01,H0NC01051,,Chad,Larkins,"Larkins, Chad",,DEM,17262,27.0687303006069%,,,,,,,,
3516,North Carolina,NC,01,n/a,,,,,Party Votes:,DEM,63771,,,,,,,,,
3517,North Carolina,NC,01,H0NC01069,,Ashley,Woolard,"Woolard, Ashley",,REP,3774,45.2355267889248%,,,70867,40.690510504648%,,,,
3518,North Carolina,NC,01,H0NC07116,,Jerry,Grimes,"Grimes, Jerry",,REP,2220,26.6091334052499%,,,,,,,,
3519,North Carolina,NC,01,H0NC01085,,Jim,Miller,"Miller, Jim",,REP,1252,15.0065923528707%,,,,,,,,
3520,North Carolina,NC,01,H0NC01077,,John,Carter,"Carter, John",,REP,1097,13.1487474529546%,,,,,,,,
3521,North Carolina,NC,01,n/a,,,,,Party Votes:,REP,8343,,,,,,,,,
3522,North Carolina,NC,01,n/a,,,,,District Votes:,,72114,,,,174161,,,,,
3523,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3524,North Carolina,NC,02,H0NC02059,,Renee,Ellmers,"Ellmers, Renee",,REP,9171,55.1108707409411%,,,93876,49.4672610578899%,,,,
3525,North Carolina,NC,02,H0NC02042,,Frank,Deatrich,"Deatrich, Frank",,REP,4280,25.7196081966228%,,,,,,,,
3526,North Carolina,NC,02,H0NC02067,,Todd,Gailas,"Gailas, Todd",,REP,3190,19.1695210624362%,,,,,,,,
3527,North Carolina,NC,02,n/a,,,,,Party Votes:,REP,16641,,,,,,,,,
3528,North Carolina,NC,02,H6NC02080,(I),Bob,Etheridge,"Etheridge, Bob",,DEM,Unopposed,,,,92393,48.685805220947%,,,,
3529,North Carolina,NC,02,H0NC02075,,Tom,Rose,"Rose, Tom",,LIB,Unopposed,,,,3505,1.84693372116307%,,,,
3530,North Carolina,NC,02,n/a,,,,,District Votes:,,16641,,,,189774,,,,,
3531,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3532,North Carolina,NC,03,H2NC01081,(I),Walter B.,Jones,"Jones, Walter B.",,REP,21551,76.8772518103664%,,,143225,71.8625817846104%,,,,
3533,North Carolina,NC,03,H0NC03115,,Bob,Cavanaugh,"Cavanaugh, Bob",,REP,4221,15.057253950701%,,,,,,,,
3534,North Carolina,NC,03,H6NC03120,,Craig,Weber,"Weber, Craig",,REP,2261,8.06549423893269%,,,,,,,,
3535,North Carolina,NC,03,n/a,,,,,Party Votes:,REP,28033,,,,,,,,,
3536,North Carolina,NC,03,H0NC03099,,Johnny G.,Rouse,"Rouse, Johnny G.",,DEM,Unopposed,,,,51317,25.7481033998314%,,,,
3537,North Carolina,NC,03,H0NC03107,,Darryl,Holloman,"Holloman, Darryl",,LIB,Unopposed,,,,4762,2.38931481555814%,,,,
3538,North Carolina,NC,03,n/a,,,,,District Votes:,,28033,,,,199304,,,,,
3539,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3540,North Carolina,NC,04,H6NC04037,(I),David,Price,"Price, David",,DEM,Unopposed,,,,155384,57.1617763913005%,,,,
3541,North Carolina,NC,04,H8NC04074,,William (B.J.),Lawson,"Lawson, William (B.J.)",,REP,10449,45.9882927688042%,,,116448,42.8382236086995%,,,,
3542,North Carolina,NC,04,H0NC04147,,Frank,Roche,"Roche, Frank",,REP,9228,40.6144095770433%,,,,,,,,
3543,North Carolina,NC,04,H0NC04154,,David,Burnett,"Burnett, David",,REP,1967,8.65718938427006%,,,,,,,,
3544,North Carolina,NC,04,H0NC04139,,George,Hutchins,"Hutchins, George",,REP,1077,4.74010826988249%,,,,,,,,
3545,North Carolina,NC,04,n/a,,,,,Party Votes:,REP,22721,,,,,,,,,
3546,North Carolina,NC,04,n/a,,,,,District Votes:,,22721,,,,271832,,,,,
3547,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3548,North Carolina,NC,05,H4NC05146,(I),Virginia,Foxx,"Foxx, Virginia",,REP,38174,79.8402108213248%,,,140525,65.8854032360153%,,,,
3549,North Carolina,NC,05,H0NC05151,,Keith,Gardner,"Gardner, Keith",,REP,9639,20.1597891786753%,,,,,,,,
3550,North Carolina,NC,05,n/a,,,,,Party Votes:,REP,47813,,,,,,,,,
3551,North Carolina,NC,05,H0NC00012,,Billy,Kennedy,"Kennedy, Billy",,DEM,Unopposed,,,,72762,34.1145967639847%,,,,
3552,North Carolina,NC,05,n/a,,,,,District Votes:,,47813,,,,213287,,,,,
3553,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3554,North Carolina,NC,06,H4NC06011,(I),Howard,Coble,"Coble, Howard",,REP,31663,63.4834389285428%,,,156252,75.2082942255209%,,,,
3555,North Carolina,NC,06,H0NC06142,,Billy,Yow,"Yow, Billy",,REP,7929,15.8974256155265%,,,,,,,,
3556,North Carolina,NC,06,H0NC06126,,James,Taylor,"Taylor, James",,REP,7553,15.1435560189269%,,,,,,,,
3557,North Carolina,NC,06,H0NC06167,,Cathy Brewer,Hinson,"Hinson, Cathy Brewer",,REP,1468,2.94329938246852%,,,,,,,,
3558,North Carolina,NC,06,H0NC06175,,Jeff,Phillips,"Phillips, Jeff",,REP,1095,2.1954447028631%,,,,,,,,
3559,North Carolina,NC,06,H0NC06159,,Jon,Mangin,"Mangin, Jon",,REP,168,0.336835351672147%,,,,,,,,
3560,North Carolina,NC,06,n/a,,,,,Party Votes:,REP,49876,,,,,,,,,
3561,North Carolina,NC,06,H0NC06134,,Sam,Turner,"Turner, Sam",,DEM,Unopposed,,,,51507,24.7917057744791%,,,,
3562,North Carolina,NC,06,n/a,,,,,District Votes:,,49876,,,,207759,,,,,
3563,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3564,North Carolina,NC,07,H8NC07044,(I),Mike,McIntyre,"McIntyre, Mike",,DEM,Unopposed,,,,113957,53.6811362083991%,,,,
3565,North Carolina,NC,07,H0NC07108,,Ilario Gregory,Pantano,"Pantano, Ilario Gregory",,REP,17177,51.0187715338006%,,,98328,46.3188637916009%,,,,
3566,North Carolina,NC,07,H8NC07085,,Will,Breazeale,"Breazeale, Will",,REP,11629,34.5402162290602%,,,,,,,,
3567,North Carolina,NC,07,H0NC07124,,Randy,Crow,"Crow, Randy",,REP,4862,14.4410122371391%,,,,,,,,
3568,North Carolina,NC,07,n/a,,,,,Party Votes:,REP,33668,,,,,,,,,
3569,North Carolina,NC,07,n/a,,,,,District Votes:,,33668,,,,212285,,,,,
3570,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3571,North Carolina,NC,08,H6NC08111,(I),Larry,Kissell,"Kissell, Larry",,DEM,24541,62.6989601696431%,,,88776,53.0189558175368%,,,,
3572,North Carolina,NC,08,H0NC08205,,Nancy,Shakir,"Shakir, Nancy",,DEM,14600,37.3010398303569%,,,,,,,,
3573,North Carolina,NC,08,n/a,,,,,Party Votes:,DEM,39141,,,,,,,,,
3574,North Carolina,NC,08,H0NC08197,,Harold,Johnson,"Johnson, Harold",,REP,8567,33.0682827035164%,9261,60.9717558759629%,73129,43.6742274936993%,,,,
3575,North Carolina,NC,08,H0NC08163,,Tim,D'Annunzio,"D'Annunzio, Tim",,REP,9548,36.8549040799784%,5928,39.0282441240371%,,,,,,
3576,North Carolina,NC,08,H0NC08171,,Hal,Jordan,"Jordan, Hal",,REP,4757,18.3618327093064%,,,,,,,,
3577,North Carolina,NC,08,H0NC08155,,Lou,Huddleston,"Huddleston, Lou",,REP,2141,8.26417570540781%,,,,,,,,
3578,North Carolina,NC,08,H0NC08213,,Lee,Cornelison,"Cornelison, Lee",,REP,466,1.79874165283514%,,,,,,,,
3579,North Carolina,NC,08,H0NC08130,,Darrell,Day,"Day, Darrell",,REP,428,1.65206314895588%,,,,,,,,
3580,North Carolina,NC,08,n/a,,,,,Party Votes:,REP,25907,,15189,,,,,,,
3581,North Carolina,NC,08,H0NC08221,,Thomas,Hill,"Hill, Thomas",,LIB,Unopposed,,,,5098,3.04463635169193%,,,,
3582,North Carolina,NC,08,H0NC08239,,Anthony W.,Graves,"Graves, Anthony W.",,W,,,,,240,0.143333213888988%,,,,
3583,North Carolina,NC,08,n/a,,,Scattered,Scattered,,W,,,,,199,0.118847123182953%,,,,
3584,North Carolina,NC,08,n/a,,,,,District Votes:,,65048,,15189,,167442,,,,,
3585,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3586,North Carolina,NC,09,H4NC09106,(I),Sue,Myrick,"Myrick, Sue",,REP,Unopposed,,,,158790,68.9671646977067%,,,,
3587,North Carolina,NC,09,H0NC09138,,Jeff,Doctor,"Doctor, Jeff",,DEM,Unopposed,,,,71450,31.0328353022933%,,,,
3588,North Carolina,NC,09,n/a,,,,,District Votes:,,,,,,230240,,,,,
3589,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3590,North Carolina,NC,10,H4NC10047,(I),Patrick,McHenry,"McHenry, Patrick",,REP,27657,63.0948578728841%,,,130813,71.1771907391789%,,,,
3591,North Carolina,NC,10,H0NC10169,,Vance,Patterson,"Patterson, Vance",,REP,11392,25.9889583428389%,,,,,,,,
3592,North Carolina,NC,10,H0NC10151,,Scott,Keadle,"Keadle, Scott",,REP,3604,8.22192818360177%,,,,,,,,
3593,North Carolina,NC,10,H0NC10185,,David Michael,Boldon,"Boldon, David Michael",,REP,1181,2.69425560067528%,,,,,,,,
3594,North Carolina,NC,10,n/a,,,,,Party Votes:,REP,43834,,,,,,,,,
3595,North Carolina,NC,10,H0NC10177,,Jeff,Gregory,"Gregory, Jeff",,DEM,9621,50.9101492221399%,,,52972,28.8228092608211%,,,,
3596,North Carolina,NC,10,H4NC10088,,Anne N.,Fischer,"Fischer, Anne N.",,DEM,9277,49.0898507778601%,,,,,,,,
3597,North Carolina,NC,10,n/a,,,,,Party Votes:,DEM,18898,,,,,,,,,
3598,North Carolina,NC,10,n/a,,,,,District Votes:,,62732,,,,183785,,,,,
3599,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3600,North Carolina,NC,11,H6NC11172,(I),Heath,Shuler,"Shuler, Heath",,DEM,26223,61.3690615492628%,,,131225,54.3439999006092%,,,,
3601,North Carolina,NC,11,H0NC11134,,Aixa,Wilson,"Wilson, Aixa",,DEM,16507,38.6309384507372%,,,,,,,,
3602,North Carolina,NC,11,n/a,,,,,Party Votes:,DEM,42730,,,,,,,,,
3603,North Carolina,NC,11,H0NC11118,,Jeff,Miller,"Miller, Jeff",,REP,14059,40.2456130306587%,,,110246,45.6560000993908%,,,,
3604,North Carolina,NC,11,H0NC11084,,Dan,Eichenbaum,"Eichenbaum, Dan",,REP,11949,34.2054790599147%,,,,,,,,
3605,North Carolina,NC,11,H0NC11100,,Gregory A.,Newman,"Newman, Gregory A.",,REP,4103,11.7453410814989%,,,,,,,,
3606,North Carolina,NC,11,H0NC11092,,Kenny,West,"West, Kenny",,REP,2777,7.94950333495549%,,,,,,,,
3607,North Carolina,NC,11,H0NC11142,,Ed,Krause,"Krause, Ed",,REP,1254,3.589728909627%,,,,,,,,
3608,North Carolina,NC,11,H0NC11126,,James (Jake),Howard,"Howard, James (Jake)",,REP,791,2.26433458334526%,,,,,,,,
3609,North Carolina,NC,11,n/a,,,,,Party Votes:,REP,34933,,,,,,,,,
3610,North Carolina,NC,11,n/a,,,,,District Votes:,,77663,,,,241471,,,,,
3611,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3612,North Carolina,NC,12,H2NC12021,(I),Mel,Watt,"Watt, Mel",,DEM,Unopposed,,,,103495,63.8830420907739%,,,,
3613,North Carolina,NC,12,H0NC12108,,Greg,Dority,"Dority, Greg",,REP,4787,34.3178722489067%,1449,51.7315244555516%,55315,34.1435863882425%,,,,
3614,North Carolina,NC,12,H0NC12090,,Scott,Cumbie,"Cumbie, Scott",,REP,5506,39.4723636102947%,1352,48.2684755444484%,,,,,,
3615,North Carolina,NC,12,H0NC12082,,William (Doc),Gillenwater,"Gillenwater, William (Doc)",,REP,3656,26.2097641407986%,,,,,,,,
3616,North Carolina,NC,12,n/a,,,,,Party Votes:,REP,13949,,2801,,,,,,,
3617,North Carolina,NC,12,H0NC12074,,Lon,Cecil,"Cecil, Lon",,LIB,Unopposed,,,,3197,1.97337152098366%,,,,
3618,North Carolina,NC,12,n/a,,,,,District Votes:,,13949,,2801,,162007,,,,,
3619,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3620,North Carolina,NC,13,H2NC13029,(I),Brad,Miller,"Miller, Brad",,DEM,Unopposed,,,,116103,55.4980353916311%,,,,
3621,North Carolina,NC,13,H0NC13015,,William (Bill),Randall,"Randall, William (Bill)",,REP,5738,32.5930133484805%,3807,58.9136490250696%,93099,44.5019646083689%,,,,
3622,North Carolina,NC,13,H0NC13023,,Bernie,Reeves,"Reeves, Bernie",,REP,5603,31.8261857426867%,2655,41.0863509749304%,,,,,,
3623,North Carolina,NC,13,H0NC13031,,Dan,Huffman,"Huffman, Dan",,REP,4749,26.97529111048%,,,,,,,,
3624,North Carolina,NC,13,H0NC13049,,Frank,Hurley,"Hurley, Frank",,REP,1515,8.60550979835274%,,,,,,,,
3625,North Carolina,NC,13,n/a,,,,,Party Votes:,REP,17605,,6462,,,,,,,
3626,North Carolina,NC,13,n/a,,,,,District Votes:,,17605,,6462,,209202,,,,,
3627,North Carolina,NC,H,n/a,,,,,Total State Votes:,,507863,,24452,,2662549,,,,,
3628,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3629,North Carolina,NC,,n/a,,,,,,,,,,,,,,,,
3630,North Carolina,NC,S,S4NC00089,(I),Richard,Burr,"Burr, Richard",,REP,297993,80.1125365622849%,,,1458046,54.8121315194022%,,,,
3631,North Carolina,NC,S,S0NC00236,,Brad,Jones,"Jones, Brad",,REP,37616,10.1126978664831%,,,,,,,,
3632,North Carolina,NC,S,S0NC00210,,Eddie,Burks,"Burks, Eddie",,REP,22111,5.94432854439092%,,,,,,,,
3633,North Carolina,NC,S,S0NC00244,,Larry,Linney,"Linney, Larry",,REP,14248,3.83043702684102%,,,,,,,,
3634,North Carolina,NC,S,n/a,,,,,Party Votes:,REP,371968,,,,,,,,,
3635,North Carolina,NC,S,S2NC00075,,Elaine,Marshall,"Marshall, Elaine",,DEM,154605,36.3483118330383%,95390,59.963163419893%,1145074,43.0466162847043%,,,,
3636,North Carolina,NC,S,S0NC00202,,Cal,Cunningham,"Cunningham, Cal",,DEM,115851,27.2370769002899%,63691,40.036836580107%,,,,,,
3637,North Carolina,NC,S,S0NC00152,,Ken,Lewis,"Lewis, Ken",,DEM,72510,17.0474182013105%,,,,,,,,
3638,North Carolina,NC,S,S8NC00270,,Marcus W.,Williams,"Williams, Marcus W.",,DEM,35984,8.45999581514213%,,,,,,,,
3639,North Carolina,NC,S,S0NC00228,,Susan,Harris,"Harris, Susan",,DEM,29738,6.99153389147112%,,,,,,,,
3640,North Carolina,NC,S,S0NC00194,,Ann,Worthy,"Worthy, Ann",,DEM,16655,3.91566335874812%,,,,,,,,
3641,North Carolina,NC,S,n/a,,,,,Party Votes:,DEM,425343,,159081,,,,,,,
3642,North Carolina,NC,S,S0NC00160,,Michael,Beitler,"Beitler, Michael",,LIB,Unopposed,,,,55687,2.09343406718372%,,,,
3643,North Carolina,NC,S,n/a,,,Scattered,Scattered,,W,,,,,1198,0.0450362564420079%,,,,
3644,North Carolina,NC,S,S0NC00269,,Jim,Nolan,"Nolan, Jim",,W,,,,,64,0.00240594358287855%,,,,
3645,North Carolina,NC,S,S0NC00251,,Michael,Genay,"Genay, Michael",,W,,,,,10,0.000375928684824774%,,,,
3646,North Carolina,NC,S,n/a,,,,,Total State Votes:,,797311,,159081,,2660079,,,,,
3647,,,,n/a,,,,,,,,,,,,,,,,
3648,North Dakota,ND,00,H0ND00135,,Rick,Berg,"Berg, Rick",,REP,54662,89.3315901291061%,,,129802,54.7371350738181%,,,,
3649,North Dakota,ND,00,H0ND00143,,JD,Donaghe,"Donaghe, JD",,REP,6441,10.5262297761072%,,,,,,,,
3650,North Dakota,ND,00,n/a,,,Scattered,Scattered,,W(REP),83,0.135643078934466%,,,,,,,,
3651,North Dakota,ND,00,n/a,,Kevin,Cramer,"Cramer, Kevin",,W(REP),2,0.00326850792613172%,,,,,,,,
3652,North Dakota,ND,00,n/a,,Wes,Argue,"Argue, Wes",,W(REP),1,0.00163425396306586%,,,,,,,,
3653,North Dakota,ND,00,H2ND00057,,Earl,Pomeroy,"Pomeroy, Earl",,W(REP),1,0.00163425396306586%,,,,,,,,
3654,North Dakota,ND,00,n/a,,,,,Party Votes:,REP,61190,,,,,,,,,
3655,North Dakota,ND,00,H2ND00057,(I),Earl,Pomeroy,"Pomeroy, Earl",,DNL,28329,99.7359526827207%,,,106542,44.9284590763989%,,,,
3656,North Dakota,ND,00,n/a,,,Scattered,Scattered,,W(DNL),75,0.264047317279256%,,,,,,,,
3657,North Dakota,ND,00,n/a,,,,,Party Votes:,DNL,28404,,,,,,,,,
3658,North Dakota,ND,00,n/a,,,Scattered,Scattered,,W(LIB),75,73.5294117647059%,,,,,,,,
3659,North Dakota,ND,00,n/a,,Paul,Sorum,"Sorum, Paul",,W(LIB),3,2.94117647058824%,,,,,,,,
3660,North Dakota,ND,00,H0ND00135,,Rick,Berg,"Berg, Rick",,W(LIB),2,1.96078431372549%,,,,,,,,
3661,North Dakota,ND,00,n/a,,Prentice,Kollman,"Kollman, Prentice",,W(LIB),2,1.96078431372549%,,,,,,,,
3662,North Dakota,ND,00,n/a,,Wes,Anderson,"Anderson, Wes",,W(LIB),1,0.980392156862745%,,,,,,,,
3663,North Dakota,ND,00,n/a,,Terry,Biscke,"Biscke, Terry",,W(LIB),1,0.980392156862745%,,,,,,,,
3664,North Dakota,ND,00,n/a,,Carlton,Borden,"Borden, Carlton",,W(LIB),1,0.980392156862745%,,,,,,,,
3665,North Dakota,ND,00,n/a,,Charles,Cartier,"Cartier, Charles",,W(LIB),1,0.980392156862745%,,,,,,,,
3666,North Dakota,ND,00,n/a,,Jack,Donaghy,"Donaghy, Jack",,W(LIB),1,0.980392156862745%,,,,,,,,
3667,North Dakota,ND,00,n/a,,Ron,Falk,"Falk, Ron",,W(LIB),1,0.980392156862745%,,,,,,,,
3668,North Dakota,ND,00,n/a,,Ray,Hester,"Hester, Ray",,W(LIB),1,0.980392156862745%,,,,,,,,
3669,North Dakota,ND,00,n/a,,John,Hoeven,"Hoeven, John",,W(LIB),1,0.980392156862745%,,,,,,,,
3670,North Dakota,ND,00,n/a,,Devin A.,Kasper,"Kasper, Devin A.",,W(LIB),1,0.980392156862745%,,,,,,,,
3671,North Dakota,ND,00,n/a,,Craig,Maas,"Maas, Craig",,W(LIB),1,0.980392156862745%,,,,,,,,
3672,North Dakota,ND,00,n/a,,Harley,McLain,"McLain, Harley",,W(LIB),1,0.980392156862745%,,,,,,,,
3673,North Dakota,ND,00,n/a,,Paul Albert,Nord,"Nord, Paul Albert",,W(LIB),1,0.980392156862745%,,,,,,,,
3674,North Dakota,ND,00,n/a,,Gerald,Pausch,"Pausch, Gerald",,W(LIB),1,0.980392156862745%,,,,,,,,
3675,North Dakota,ND,00,H2ND00057,,Earl,Pomeroy,"Pomeroy, Earl",,W(LIB),1,0.980392156862745%,,,,,,,,
3676,North Dakota,ND,00,n/a,,Duane,Schaeffer,"Schaeffer, Duane",,W(LIB),1,0.980392156862745%,,,,,,,,
3677,North Dakota,ND,00,n/a,,David,Sneed,"Sneed, David",,W(LIB),1,0.980392156862745%,,,,,,,,
3678,North Dakota,ND,00,n/a,,Vic,Teigen,"Teigen, Vic",,W(LIB),1,0.980392156862745%,,,,,,,,
3679,North Dakota,ND,00,n/a,,Zach,Tiggelar,"Tiggelar, Zach",,W(LIB),1,0.980392156862745%,,,,,,,,
3680,North Dakota,ND,00,n/a,,Nicholas E.,Wolf,"Wolf, Nicholas E.",,W(LIB),1,0.980392156862745%,,,,,,,,
3681,North Dakota,ND,00,n/a,,Erica,Wondrasek,"Wondrasek, Erica",,W(LIB),1,0.980392156862745%,,,,,,,,
3682,North Dakota,ND,00,n/a,,,,,Party Votes:,LIB,102,,,,,,,,,
3683,North Dakota,ND,00,n/a,,,Scattered,Scattered,,W,,,,,793,0.334405849783037%,,,,
3684,North Dakota,ND,00,n/a,,,,,District Votes:,,89696,,,,237137,,,,,
3685,North Dakota,ND,H,n/a,,,,,Total State Votes:,,89696,,,,237137,,,,,
3686,North Dakota,ND,,n/a,,,,,,,,,,,,,,,,
3687,North Dakota,ND,,n/a,,,,,,,,,,,,,,,,
3688,North Dakota,ND,S,S0ND00093,,John,Hoeven,"Hoeven, John",,REP,65075,99.800628786136%,,,181689,76.08034772122%,,,,
3689,North Dakota,ND,S,n/a,,,Scattered,Scattered,,W(REP),130,0.199371213863967%,,,,,,,,
