1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (MS Senate),GE RUNOFF ELECTION % (MS Senate),"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
2822,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,REF,Unopposed,,,,1640,0.616508905546325%,,,176811,66.4668024991166%,W,
2823,NY,New York,20,H6NY20209,,Francis J.,Vitollo,"Vitollo, Francis J.",,R,Unopposed,,,,89058,33.4786890915516%,,,,,,
2824,NY,New York,20,n/a,,,Scattered,Scattered,,W,,,,,145,0.0545084093318397%,,,,,,
2825,NY,New York,20,n/a,,,,,District Votes:,,,,,,266014,,,,,,,
2826,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2827,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,R,Unopposed,,,,116433,49.4897286912317%,,,131981,56.0983903394866%,W,
2828,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,CRV,Unopposed,,,,11398,4.84470835263764%,,,131981,56.0983903394866%,W,
2829,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,IDP,Unopposed,,,,3369,1.43199003685175%,,,131981,56.0983903394866%,W,
2830,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,REF,Unopposed,,,,781,0.331963258765573%,,,131981,56.0983903394866%,W,
2831,NY,New York,21,H8NY21245,,Tedra L.,Cobb,"Cobb, Tedra L.",,D,10853,55.3216433887246%,,,93394,39.6970250821407%,,,99791,42.4160634513128%,,
2832,NY,New York,21,H8NY21252,,Katie,Wilson,"Wilson, Katie",,D,2356,12.0093791416046%,,,,,,,,,,
2833,NY,New York,21,H8NY21344,,Dylan,Ratigan,"Ratigan, Dylan",,D,2313,11.7901926801917%,,,,,,,,,,
2834,NY,New York,21,H8NY21260,,Emily,Martz,"Martz, Emily",,D,2165,11.0357834641656%,,,,,,,,,,
2835,NY,New York,21,H2NY21115,,Patrick F.,Nelson,"Nelson, Patrick F.",,D,1802,9.18544194107452%,,,,,,,,,,
2836,NY,New York,21,H8NY21286,,Don,Boyajian,"Boyajian, Don",,D,129,0.657559384238964%,,,,,,,,,,
2837,NY,New York,21,n/a,,,,,Party Votes:,D,19618,,,,,,,,,,,
2838,NY,New York,21,H8NY21245,,Tedra L.,Cobb,"Cobb, Tedra L.  #",,WF,,,,,4425,1.88084176701365%,,,99791,42.4160634513128%,,"#  For the Women's Equality Party, the winner declined the nomination and Tedra Cobb's name was substituted for the general election.  Cobb also replaced Working Families Party candidate Katie Wilson, who was nominated for another office."
2839,NY,New York,21,H8NY21252,,Katie,Wilson,"Wilson, Katie  #",,WF,Unopposed,,,,,,,,,,,"#  For the Women's Equality Party, the winner declined the nomination and Tedra Cobb's name was substituted for the general election.  Cobb also replaced Working Families Party candidate Katie Wilson, who was nominated for another office."
2840,NY,New York,21,H8NY21245,,Tedra L.,Cobb,"Cobb, Tedra L.  #",,W(WEP)/WEP,1,25%,,,1972,0.838196602158399%,,,99791,42.4160634513128%,,"#  For the Women's Equality Party, the winner declined the nomination and Tedra Cobb's name was substituted for the general election.  Cobb also replaced Working Families Party candidate Katie Wilson, who was nominated for another office."
2841,NY,New York,21,H8NY21344,,Dylan,Ratigan,"Ratigan, Dylan  #",,W(WEP),2,50%,,,,,,,,,,"#  For the Women's Equality Party, the winner declined the nomination and Tedra Cobb's name was substituted for the general election.  Cobb also replaced Working Families Party candidate Katie Wilson, who was nominated for another office."
2842,NY,New York,21,H2NY21115,,Patrick,Nelson,"Nelson, Patrick",,W(WEP),1,25%,,,,,,,,,,
2843,NY,New York,21,n/a,,,,,Party Votes:,WEP,4,,,,,,,,,,,
2844,NY,New York,21,H8NY21351,,Lynn,Kahn,"Kahn, Lynn",,GRE,Unopposed,,,,3437,1.46089336796066%,,,,,,
2845,NY,New York,21,n/a,,,Scattered,Scattered,,W,,,,,58,0.0246528412399529%,,,,,,
2846,NY,New York,21,n/a,,,,,District Votes:,,19622,,,,235267,,,,,,,
2847,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2848,NY,New York,22,H8NY22151,,Anthony J.,Brindisi,"Brindisi, Anthony J.",,D,Unopposed,,,,116001,46.1765361527316%,,,127715,50.8395299587599%,W,
2849,NY,New York,22,H8NY22151,,Anthony J.,Brindisi,"Brindisi, Anthony J.",,IDP,Unopposed,,,,5673,2.25825199433148%,,,127715,50.8395299587599%,W,
2850,NY,New York,22,H8NY22151,,Anthony J.,Brindisi,"Brindisi, Anthony J.",,WF,Unopposed,,,,4651,1.85142429501775%,,,127715,50.8395299587599%,W,
2851,NY,New York,22,H8NY22151,,Anthony J.,Brindisi,"Brindisi, Anthony J.",,WEP,Unopposed,,,,1390,0.55331751667914%,,,127715,50.8395299587599%,W,
2852,NY,New York,22,H4NY22051,(I),Claudia,Tenney,"Tenney, Claudia",,R,Unopposed,,,,110125,43.8374759167556%,,,123242,49.0589621514896%,,
2853,NY,New York,22,H4NY22051,(I),Claudia,Tenney,"Tenney, Claudia",,CRV,Unopposed,,,,12061,4.80112415012022%,,,123242,49.0589621514896%,,
2854,NY,New York,22,H4NY22051,(I),Claudia,Tenney,"Tenney, Claudia",,REF,Unopposed,,,,1056,0.420362084613792%,,,123242,49.0589621514896%,,
2855,NY,New York,22,n/a,,,Scattered,Scattered,,W,,,,,255,0.10150788975049%,,,,,,
2856,NY,New York,22,n/a,,,,,District Votes:,,,,,,251212,,,,,,,
2857,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2858,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,R,Unopposed,,,,114722,47.726459600456%,,,130323,54.2167622122193%,W,
2859,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,CRV,Unopposed,,,,12274,5.10620949021109%,,,130323,54.2167622122193%,W,
2860,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,IDP,Unopposed,,,,3327,1.38409312155225%,,,130323,54.2167622122193%,W,
2861,NY,New York,23,H8NY23183,,Tracy,Mitrano,"Mitrano, Tracy",,D,7724,32.8666865239777%,,,100914,41.9820779285613%,,,109932,45.7337316015875%,,
2862,NY,New York,23,H8NY23175,,Max,Della Pia,"Della Pia, Max",,D,7494,31.8880047657546%,,,,,,,,,,
2863,NY,New York,23,H8NY23225,,Linda,Andrei,"Andrei, Linda",,D,3603,15.3312624994681%,,,,,,,,,,
2864,NY,New York,23,H8NY23167,,Ian,Golden,"Golden, Ian",,D,3142,13.3696438449428%,,,,,,,,,,
2865,NY,New York,23,H8NY23134,,Edward A.,Sundquist,"Sundquist, Edward A.",,D,1538,6.54440236585677%,,,,,,,,,,
2866,NY,New York,23,n/a,,,,,Party Votes:,D,23501,,,,,,,,,,,
2867,NY,New York,23,H8NY23183,,Tracy,Mitrano,"Mitrano, Tracy",,WF,Unopposed,,,,6464,2.68914275254395%,,,109932,45.7337316015875%,,
2868,NY,New York,23,H8NY23183,,Tracy,Mitrano,"Mitrano, Tracy",,WEP,4,100%,,,2554,1.06251092048225%,,,109932,45.7337316015875%,,
2869,NY,New York,23,n/a,,,,,Party Votes:,WEP,4,,,,,,,,,,,
2870,NY,New York,23,n/a,,,Scattered,Scattered,,W,,,,,119,0.0495061861931823%,,,,,,
2871,NY,New York,23,n/a,,,,,District Votes:,,23505,,,,240374,,,,,,,
2872,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2873,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,R,Unopposed,,,,113538,43.588493417845%,,,136920,52.5651017172342%,W,
2874,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,CRV,Unopposed,,,,16972,6.51573843371968%,,,136920,52.5651017172342%,W,
2875,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,IDP,Unopposed,,,,5454,2.09385089662427%,,,136920,52.5651017172342%,W,
2876,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,REF,Unopposed,,,,956,0.367018969045252%,,,136920,52.5651017172342%,W,
2877,NY,New York,24,H8NY24090,,Dana,Balter,"Balter, Dana",,D,14897,62.4481240830015%,,,115902,44.4960591530154%,,,123226,47.3078237233998%,,
2878,NY,New York,24,H8NY24132,,Juanita Perez,Williams,"Williams, Juanita Perez",,D,8958,37.5518759169985%,,,,,,,,,,
2879,NY,New York,24,n/a,,,,,Party Votes:,D,23855,,,,,,,,,,,
2880,NY,New York,24,H8NY24090,,Dana,Balter,"Balter, Dana",,WF,Unopposed,,,,4784,1.8366304894482%,,,123226,47.3078237233998%,,
2881,NY,New York,24,H8NY24090,,Dana,Balter,"Balter, Dana",,WEP,Unopposed,,,,2540,0.975134080936129%,,,123226,47.3078237233998%,,
2882,NY,New York,24,n/a,,,Scattered,Scattered,,W,,,,,331,0.127074559366086%,,,,,,
2883,NY,New York,24,n/a,,,,,District Votes:,,23855,,,,260477,,,,,,,
2884,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2885,NY,New York,25 - FULL TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,D,16245,45.7489650511138%,,,147979,54.7826891751814%,,,159244,58.9530579001925%,W,
2886,NY,New York,25 - FULL TERM,H8NY25121,,Rachel A.,Barnhart,"Barnhart, Rachel A.",,D,7003,19.7217606803909%,,,,,,,,,,
2887,NY,New York,25 - FULL TERM,H8NY25113,,Robin R.,Wilt,"Wilt, Robin R.",,D,6158,17.3420822889972%,,,,,,,,,,
2888,NY,New York,25 - FULL TERM,H8NY25139,,Adam C.,McFadden,"McFadden, Adam C.",,D,6103,17.1871919794982%,,,,,,,,,,
2889,NY,New York,25 - FULL TERM,n/a,,,,,Party Votes:,D,35509,,,,,,,,,,,
2890,NY,New York,25 - FULL TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,IDP,Unopposed,,,,4585,1.69739375092551%,,,159244,58.9530579001925%,W,
2891,NY,New York,25 - FULL TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,WF,Unopposed,,,,4575,1.69369169258108%,,,159244,58.9530579001925%,W,
2892,NY,New York,25 - FULL TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,WEP,Unopposed,,,,2105,0.779283281504517%,,,159244,58.9530579001925%,W,
2893,NY,New York,25 - FULL TERM,H8NY25097,,Jim,Maxwell,"Maxwell, Jim",,R,Unopposed,,,,91342,33.8153413297794%,,,110736,40.9951132829853%,,
2894,NY,New York,25 - FULL TERM,H8NY25097,,Jim,Maxwell,"Maxwell, Jim",,CRV,Unopposed,,,,17781,6.58262994224789%,,,110736,40.9951132829853%,,
2895,NY,New York,25 - FULL TERM,H8NY25097,,Jim,Maxwell,"Maxwell, Jim",,REF,Unopposed,,,,1613,0.597142010958093%,,,110736,40.9951132829853%,,
2896,NY,New York,25 - FULL TERM,n/a,,,Scattered,Scattered,,W,,,,,140,0.0518288168221531%,,,,,,
2897,NY,New York,25 - FULL TERM,n/a,,,,,Full Term District Votes:,,35509,,,,270120,,,,,,,
2898,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2899,NY,New York,25 - UNEXPIRED TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,D,*,,,,138997,54.3572797309452%,,,149937,58.6355637245317%,W,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2900,NY,New York,25 - UNEXPIRED TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,WF,*,,,,4520,1.76762739040319%,,,149937,58.6355637245317%,W,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2901,NY,New York,25 - UNEXPIRED TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,IDP,*,,,,4352,1.70192796527316%,,,149937,58.6355637245317%,W,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2902,NY,New York,25 - UNEXPIRED TERM,H8NY25105,,Joseph D.,Morelle,"Morelle, Joseph D.",,WEP,*,,,,2068,0.808728637910133%,,,149937,58.6355637245317%,W,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2903,NY,New York,25 - UNEXPIRED TERM,H8NY25097,,Jim,Maxwell,"Maxwell, Jim",,R,*,,,,86725,33.9153728833444%,,,105621,41.3049939384459%,,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2904,NY,New York,25 - UNEXPIRED TERM,H8NY25097,,Jim,Maxwell,"Maxwell, Jim",,CRV,*,,,,17285,6.7596104962653%,,,105621,41.3049939384459%,,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2905,NY,New York,25 - UNEXPIRED TERM,H8NY25097,,Jim,Maxwell,"Maxwell, Jim",,REF,*,,,,1611,0.630010558836182%,,,105621,41.3049939384459%,,*  Joseph Morelle and Jim Maxwell were nominated for the special election in accordance with party rules.
2906,NY,New York,25 - UNEXPIRED TERM,n/a,,,Scattered,Scattered,,W,,,,,152,0.0594423370224082%,,,,,,
2907,NY,New York,25 - UNEXPIRED TERM,n/a,,,,,Unexpired Term District Votes:,,,,,,255710,,,,,,,
2908,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2909,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,D,Unopposed,,,,156968,68.0507927149131%,,,169166,73.3390270654591%,W,
2910,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,WF,Unopposed,,,,8929,3.87101529070549%,,,169166,73.3390270654591%,W,
2911,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,WEP,Unopposed,,,,3269,1.41721905984055%,,,169166,73.3390270654591%,W,
2912,NY,New York,26,H8NY26137,,Renee M.,Zeno,"Zeno, Renee M.",,R,Unopposed,,,,61488,26.6570711384141%,,,,,,
2913,NY,New York,26,n/a,,,Scattered,Scattered,,W,,,,,9,0.00390179612681704%,,,,,,
2914,NY,New York,26,n/a,,,,,District Votes:,,,,,,230663,,,,,,,
2915,NY,New York,,n/a,,,,,,,,,,,,,,,,,,
2916,NY,New York,27,H8NY29032,(I),Christopher C.,Collins,"Collins, Christopher C.",,R,Unopposed,,,,114506,40.1352961794602%,,,140146,49.1223273746933%,W,
2917,NY,New York,27,H8NY29032,(I),Christopher C.,Collins,"Collins, Christopher C.",,CRV,Unopposed,,,,23553,8.25552050473186%,,,140146,49.1223273746933%,W,
2918,NY,New York,27,H8NY29032,(I),Christopher C.,Collins,"Collins, Christopher C.",,IDP,Unopposed,,,,2087,0.731510690501227%,,,140146,49.1223273746933%,W,
2919,NY,New York,27,H8NY27176,,Nathan D.,McMurray,"McMurray, Nathan D.",,D,Unopposed,,,,128167,44.9235892043463%,,,139059,48.7413249211357%,,
2920,NY,New York,27,H8NY27176,,Nathan D.,McMurray,"McMurray, Nathan D.",,WF,Unopposed,,,,8090,2.83561163687347%,,,139059,48.7413249211357%,,
2921,NY,New York,27,H8NY27176,,Nathan D.,McMurray,"McMurray, Nathan D.",,WEP,Unopposed,,,,2802,0.982124079915878%,,,139059,48.7413249211357%,,
2922,NY,New York,27,H8NY27150,,Larry,Piegza,"Piegza, Larry",,REF,Unopposed,,,,5973,2.09358569926393%,,,,,,
2923,NY,New York,27,n/a,,,Scattered,Scattered,,W,,,,,122,0.0427620049071153%,,,,,,
2924,NY,New York,27,n/a,,,,,District Votes:,,,,,,285300,,,,,,,
2925,NY,New York,H,n/a,,,,,,,,,,,,,,,,,,
2926,NY,New York,H,n/a,,,,,Total State Votes:,,366076,,,,6204383,,,,,,,
2927,,,,n/a,,,,,,,,,,,,,,,,,,
2928,NC,North Carolina,01,H4NC01046,(I),G. K. ,Butterfield,"Butterfield, G. K. ",,D,Unopposed,,,,190457,69.8476207939855%,,,,,W,
2929,NC,North Carolina,01,H8NC01104,,Roger W. ,Allison,"Allison, Roger W. ",,R,Unopposed,,,,82218,30.1523792060145%,,,,,,
2930,NC,North Carolina,01,n/a,,,,,District Votes:,,,,,,272675,,,,,,,
2931,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2932,NC,North Carolina,02,H2NC13110,(I),George,Holding,"Holding, George",,R,17979,76.211267008605%,,,170072,51.272218604539%,,,,,W,
2933,NC,North Carolina,02,H8NC02102,,Allen,Chesser,"Chesser, Allen",,R,5612,23.788732991395%,,,,,,,,,,
2934,NC,North Carolina,02,n/a,,,,,Party Votes:,R,23591,,,,,,,,,,,
2935,NC,North Carolina,02,H8NC02110,,Linda,Coleman,"Coleman, Linda",,D,18650,56.0278787514645%,,,151977,45.8170537587729%,,,,,,
2936,NC,North Carolina,02,H8NC02094,,Ken,Romley,"Romley, Ken",,D,10742,32.2708564905218%,,,,,,,,,,
2937,NC,North Carolina,02,H8NC02078,,Wendy Ella ,May,"May, Wendy Ella ",,D,3895,11.7012647580136%,,,,,,,,,,
2938,NC,North Carolina,02,n/a,,,,,Party Votes:,D,33287,,,,,,,,,,,
2939,NC,North Carolina,02,H8NC02136,,Jeff ,Matemu,"Matemu, Jeff ",,LIB,Unopposed,,,,9655,2.91072763668813%,,,,,,
2940,NC,North Carolina,02,n/a,,,,,District Votes:,,56878,,,,331704,,,,,,,
2941,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2942,NC,North Carolina,03,H2NC01081,(I),Walter B.,Jones,"Jones, Walter B.",,R,20963,43.0213228805385%,,,187901,100%,,,,,W,
2943,NC,North Carolina,03,H8NC03068,,Phil,Law,"Law, Phil",,R,14343,29.4354259445482%,,,,,,,,,,
2944,NC,North Carolina,03,H8NC03076,,Scott,Dacey,"Dacey, Scott",,R,13421,27.5432511749133%,,,,,,,,,,
2945,NC,North Carolina,03,n/a,,,,,Party Votes:,R,48727,,,,,,,,,,,
2946,NC,North Carolina,03,n/a,,,,,District Votes:,,48727,,,,187901,,,,,,,
2947,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2948,NC,North Carolina,04,H6NC04037,(I),David,Price,"Price, David",,D,52203,77.0933632631361%,,,247067,72.3681397058608%,,,,,W,
2949,NC,North Carolina,04,H8NC04116,,Michelle,Laws,"Laws, Michelle",,D,11120,16.4220102194524%,,,,,,,,,,
2950,NC,North Carolina,04,H8NC04108,,Richard L.,Watkins,"Watkins, Richard L.",,D,4391,6.48462651741147%,,,,,,,,,,
2951,NC,North Carolina,04,n/a,,,,,Party Votes:,D,67714,,,,,,,,,,,
2952,NC,North Carolina,04,H8NC04090,,Steve A. (Von) ,Loor,"Loor, Steve A. (Von) ",,R,Unopposed,,,,82052,24.0337665456953%,,,,,,
2953,NC,North Carolina,04,H8NC04124,,Barbara,Howe,"Howe, Barbara",,LIB,528,76.8558951965066%,,,12284,3.59809374844392%,,,,,,
2954,NC,North Carolina,04,H8NC04132,,Scerry Perry,Whitlock,"Whitlock, Scerry Perry",,LIB,159,23.1441048034935%,,,,,,,,,,
2955,NC,North Carolina,04,n/a,,,,,Party Votes:,LIB,687,,,,,,,,,,,
2956,NC,North Carolina,04,n/a,,,,,District Votes:,,68401,,,,341403,,,,,,,
2957,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2958,NC,North Carolina,05,H4NC05146,(I),Virginia,Foxx,"Foxx, Virginia",,R,32654,80.786739238001%,,,159917,57.034791447474%,,,,,W,
2959,NC,North Carolina,05,H8NC05097,,Dillon,Gentry,"Gentry, Dillon",,R,5703,14.1093518060366%,,,,,,,,,,
2960,NC,North Carolina,05,H8NC05071,,"Cortland J., Jr.",Meader,"Meader, Cortland J., Jr.",,R,2063,5.1039089559624%,,,,,,,,,,
2961,NC,North Carolina,05,n/a,,,,,Party Votes:,R,40420,,,,,,,,,,,
2962,NC,North Carolina,05,H8NC05063,,DD,Adams,"Adams, DD",,D,15509,54.4251824817518%,,,120468,42.965208552526%,,,,,,
2963,NC,North Carolina,05,H8NC05055,,Jenny,Marshall,"Marshall, Jenny",,D,12987,45.5748175182482%,,,,,,,,,,
2964,NC,North Carolina,05,n/a,,,,,Party Votes:,D,28496,,,,,,,,,,,
2965,NC,North Carolina,05,n/a,,,,,District Votes:,,68916,,,,280385,,,,,,,
2966,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2967,NC,North Carolina,06,H4NC06052,(I),B. Mark,Walker,"Walker, B. Mark",,R,Unopposed,,,,160709,56.5160360106907%,,,,,W,
2968,NC,North Carolina,06,H8NC06079,,Ryan,Watts,"Watts, Ryan",,D,26072,77.1566393418366%,,,123651,43.4839639893093%,,,,,,
2969,NC,North Carolina,06,H8NC06095,,Gerald,Wong,"Wong, Gerald",,D,7719,22.8433606581634%,,,,,,,,,,
2970,NC,North Carolina,06,n/a,,,,,Party Votes:,D,33791,,,,,,,,,,,
2971,NC,North Carolina,06,n/a,,,,,District Votes:,,33791,,,,284360,,,,,,,
2972,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2973,NC,North Carolina,07,H2NC07096,(I),David,Rouzer,"Rouzer, David",,R,Unopposed,,,,156809,55.5445747966788%,,,,,W,
2974,NC,North Carolina,07,H8NC07101,,Kyle,Horton,"Horton, Kyle",,D,21499,67.0043009412205%,,,120838,42.8029981013914%,,,,,,
2975,NC,North Carolina,07,H8NC07127,,Grayson,Parker,"Parker, Grayson",,D,10587,32.9956990587795%,,,,,,,,,,
2976,NC,North Carolina,07,n/a,,,,,Party Votes:,D,32086,,,,,,,,,,,
2977,NC,North Carolina,07,H8NC07135,,David W.,Fallin,"Fallin, David W.",,CON,,,,,4665,1.65242710192978%,,,,,,
2978,NC,North Carolina,07,n/a,,,,,District Votes:,,32086,,,,282312,,,,,,,
2979,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2980,NC,North Carolina,08,H2NC08185,(I),Richard ,Hudson,"Hudson, Richard ",,R,Unopposed,,,,141402,55.3387001459763%,,,,,W,
2981,NC,North Carolina,08,H8NC08083,,Frank,McNeill,"McNeill, Frank",,D,16019,56.0163653530091%,,,114119,44.6612998540237%,,,,,,
2982,NC,North Carolina,08,H8NC08109,,Scott,Huffman,"Huffman, Scott",,D,6581,23.012903451411%,,,,,,,,,,
2983,NC,North Carolina,08,H8NC08117,,Marc,Tiegel,"Tiegel, Marc",,D,5997,20.97073119558%,,,,,,,,,,
2984,NC,North Carolina,08,n/a,,,,,Party Votes:,D,28597,,,,,,,,,,,
2985,NC,North Carolina,08,n/a,,,,,District Votes:,,28597,,,,255521,,,,,,,
2986,NC,North Carolina,,n/a,,,,,,,,,,,,,,,,,,
2987,NC,North Carolina,09,H8NC09131,,Mark,Harris,"Harris, Mark",,R,17302,48.5424908116601%,,,139246,49.2527863552599%,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2988,NC,North Carolina,09,H2NC09134,(I),Robert,Pittenger,"Pittenger, Robert",,R,16474,46.2194540302444%,,,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2989,NC,North Carolina,09,H8NC09149,,"Clarence W., Jr.",Goins,"Goins, Clarence W., Jr.",,R,1867,5.23805515809556%,,,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2990,NC,North Carolina,09,n/a,,,,,Party Votes:,R,35643,,,,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2991,NC,North Carolina,09,H8NC09123,,Dan,McCready,"McCready, Dan",,D,38098,82.7857453281182%,,,138341,48.9326782613002%,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2992,NC,North Carolina,09,H6NC09184,,Christian,Cano,"Cano, Christian",,D,7922,17.2142546718818%,,,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2993,NC,North Carolina,09,n/a,,,,,Party Votes:,D,46020,,,,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
2994,NC,North Carolina,09,H8NC09156,,Jeff ,Scott,"Scott, Jeff ",,LIB,Unopposed,,,,5130,1.81453538343998%,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.õ163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
