1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (MS Senate),GE RUNOFF ELECTION % (MS Senate),"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
4418,VA,Virginia,11,n/a,,,,,District Votes:,,,,,,308273,,,,,,,
4419,VA,Virginia,H,n/a,,,,,,,,,,,,,,,,,,
4420,VA,Virginia,H,n/a,,,,,Total State Votes:,,294131,,,,3313211,,,,,,,
4421,,,,n/a,,,,,,,,,,,,,,,,,,
4422,VI,Virgin Islands,00,H2VI00082,(I),Stacey,Plaskett,"Plaskett, Stacey",,D,Unopposed,,,,16341,98.4101174345077%,,,,,W,
4423,VI,Virgin Islands,00,n/a,,,Scattered,Scattered,,W,,,,,264,1.58988256549232%,,,,,,
4424,VI,Virgin Islands,00,n/a,,,,,District Votes:,,,,,,16605,,,,,,,
4425,VI,Virgin Islands,H,n/a,,,,,,,,,,,,,,,,,,
4426,VI,Virgin Islands,H,n/a,,,,,Total Votes:,,,,,,16605,,,,,,,
4427,,,,n/a,,,,,,,,,,,,,,,,,,
4428,WA,Washington,01,H0WA08046,(I),Suzan,DelBene,"DelBene, Suzan",,D,106107,59.3041582830315%,,,197209,59.2676630312283%,,,,,W,
4429,WA,Washington,01,H8WA01077,,Jeffrey,Beeler,"Beeler, Jeffrey",,R,45830,25.6147999105746%,,,135534,40.7323369687717%,,,,,,
4430,WA,Washington,01,H6WA01204,,Scott,Stafne,"Stafne, Scott",,R,20354,11.3760339816678%,,,,,,,,,,
4431,WA,Washington,01,H8WA01093,,Adam,Pilskog,"Pilskog, Adam",,NOP,5007,2.79845741113347%,,,,,,,,,,
4432,WA,Washington,01,H8WA01085,,Robert,Mair,"Mair, Robert",,NOP,1622,0.906550413592667%,,,,,,,,,,
4433,WA,Washington,01,n/a,,,,,District Votes:,,178920,,,,332743,,,,,,,
4434,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4435,WA,Washington,02,H0WA02080,(I),Rick,Larsen,"Larsen, Rick",,D,101497,64.8538986971329%,,,210187,71.2901880047349%,,,,,W,
4436,WA,Washington,02,H8WA02208,,Brian,Luke,"Luke, Brian",,LIB,12320,7.87215417153884%,,,84646,28.7098119952651%,,,,,,
4437,WA,Washington,02,H4WA02041,,Gary,Franco,"Franco, Gary",,IP,12269,7.83956652034172%,,,,,,,,,,
4438,WA,Washington,02,H8WA02174,,Collin Richard,Carlson,"Carlson, Collin Richard",,D,12058,7.70474310068306%,,,,,,,,,,
4439,WA,Washington,02,H8WA02182,,Uncle,Mover,"Mover, Uncle",,MGP,11832,7.56033507773113%,,,,,,,,,,
4440,WA,Washington,02,H8WA02190,,Stonewall Jackson (Stoney),Bird,"Bird, Stonewall Jackson (Stoney)",,GRE,6525,4.16930243257232%,,,,,,,,,,
4441,WA,Washington,02,n/a,,,,,District Votes:,,156501,,,,294833,,,,,,,
4442,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4443,WA,Washington,03,H6WA03234,(I),Jamie Herrera,Beutler,"Beutler, Jamie Herrera",,R,68961,42.0724787993411%,,,161819,52.6709978973134%,,,,,W,
4444,WA,Washington,03,H8WA03198,,Carolyn,Long,"Long, Carolyn",,D,57798,35.2620340430724%,,,145407,47.3290021026866%,,,,,,
4445,WA,Washington,03,H6WA03184,,David,McDevitt,"McDevitt, David",,D,13124,8.0068330181197%,,,,,,,,,,
4446,WA,Washington,03,H8WA03222,,Earl,Bowerman,"Bowerman, Earl",,R,9018,5.50179976816546%,,,,,,,,,,
4447,WA,Washington,03,H8WA03172,,Dorothy,Gasque,"Gasque, Dorothy",,D,7983,4.87035568299677%,,,,,,,,,,
4448,WA,Washington,03,H8WA03206,,Michael,Cortney,"Cortney, Michael",,R,5528,3.3725825147947%,,,,,,,,,,
4449,WA,Washington,03,H8WA03214,,Martin,Hash,"Hash, Martin",,D,1498,0.913916173509853%,,,,,,,,,,
4450,WA,Washington,03,n/a,,,,,District Votes:,,163910,,,,307226,,,,,,,
4451,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4452,WA,Washington,04,H4WA04104,(I),Dan,Newhouse,"Newhouse, Dan",,R,77203,63.2443414078692%,,,141551,62.8177477189619%,,,,,W,
4453,WA,Washington,04,H8WA04089,,Christine,Brown,"Brown, Christine",,D,44868,36.7556585921308%,,,83785,37.1822522810381%,,,,,,
4454,WA,Washington,04,n/a,,,,,District Votes:,,122071,,,,225336,,,,,,,
4455,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4456,WA,Washington,05,H4WA05077,(I),Cathy McMorris,Rodgers,"Rodgers, Cathy McMorris",,R,99689,49.2943747774833%,,,175422,54.7599946308222%,,,,,W,
4457,WA,Washington,05,H8WA05193,,Lisa,Brown,"Brown, Lisa",,D,91738,45.362751691127%,,,144925,45.2400053691778%,,,,,,
4458,WA,Washington,05,H8WA05227,,Dave,Saulibio,"Saulibio, Dave",,TPP,4845,2.39576328177539%,,,,,,,,,,
4459,WA,Washington,05,H8WA05201,,Jered Gavin,Bonneau,"Bonneau, Jered Gavin",,R,4453,2.20192650025713%,,,,,,,,,,
4460,WA,Washington,05,H8WA05219,,Kari Olavi,Ilonummi,"Ilonummi, Kari Olavi",,R,1507,0.745183749357174%,,,,,,,,,,
4461,WA,Washington,05,n/a,,,,,District Votes:,,202232,,,,320347,,,,,,,
4462,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4463,WA,Washington,06,H2WA06129,(I),Derek,Kilmer,"Kilmer, Derek",,D,117848,63.5028747864791%,,,206409,63.8867050878094%,,,,,W,
4464,WA,Washington,06,H8WA06100,,Douglas,Dightman,"Dightman, Douglas",,R,60651,32.6820383771871%,,,116677,36.1132949121906%,,,,,,
4465,WA,Washington,06,H6WA06237,,Tyler Myles,Vega,"Vega, Tyler Myles",,PRO,7080,3.81508683633385%,,,,,,,,,,
4466,WA,Washington,06,n/a,,,,,District Votes:,,185579,,,,323086,,,,,,,
4467,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4468,WA,Washington,07,H6WA07458,(I),Pramila,Jayapal,"Jayapal, Pramila",,D,189175,82.6698189064467%,,,329800,83.5611544513164%,,,,,W,
4469,WA,Washington,07,H4WA07073,,Craig,Keller,"Keller, Craig",,R,39657,17.3301810935534%,,,64881,16.4388455486836%,,,,,,
4470,WA,Washington,07,n/a,,,,,District Votes:,,228832,,,,394681,,,,,,,
4471,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4472,WA,Washington,08,H8WA08189,,Kim,Schrier,"Schrier, Kim",,D,31837,18.7334874990438%,,,164089,52.4150554052457%,,,,,W,
4473,WA,Washington,08,H8WA08205,,Dino,Rossi,"Rossi, Dino",,GOP,73288,43.1240327866923%,,,148968,47.5849445947543%,,,,,,
4474,WA,Washington,08,H8WA08163,,Jason,Rittereiser,"Rittereiser, Jason",,D,30708,18.0691627389716%,,,,,,,,,,
4475,WA,Washington,08,H8WA08239,,Shannon,Hader,"Hader, Shannon",,D,21317,12.5433223299029%,,,,,,,,,,
4476,WA,Washington,08,H8WA08288,,Jack,Hughes-Hageman,"Hughes-Hageman, Jack",,TR,4270,2.51254802967984%,,,,,,,,,,
4477,WA,Washington,08,H8WA04048,,Gordon Allen,Pross,"Pross, Gordon Allen",,R,2081,1.22449940275498%,,,,,,,,,,
4478,WA,Washington,08,H8WA08122,,Tom,Cramer,"Cramer, Tom",,D,1468,0.863798713716629%,,,,,,,,,,
4479,WA,Washington,08,H8WA08221,,Bill,Grassie,"Grassie, Bill",,ICP,1163,0.684330997310926%,,,,,,,,,,
4480,WA,Washington,08,H8WA08270,,Richard Travis ,Reyes,"Reyes, Richard Travis ",,LIB,1154,0.679035228630102%,,,,,,,,,,
4481,WA,Washington,08,H8WA08080,,Keith,Arnold,"Arnold, Keith",,IND,1090,0.64137642912202%,,,,,,,,,,
4482,WA,Washington,08,H8WA08262,,Patrick,Dillon,"Dillon, Patrick",,NMP,898,0.528400030597775%,,,,,,,,,,
4483,WA,Washington,08,H8WA08296,,Todd,Mahaffey,"Mahaffey, Todd",,NOP,673,0.396005813577174%,,,,,,,,,,
4484,WA,Washington,08,n/a,,,,,District Votes:,,169947,,,,313057,,,,,,,
4485,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4486,WA,Washington,09,H6WA09025,(I),Adam,Smith,"Smith, Adam",,D,71035,48.4226097151972%,,,163345,67.9000029097923%,,,,,W,
4487,WA,Washington,09,H8WA09054,,Sarah,Smith,"Smith, Sarah",,D,39409,26.8640335928234%,,,77222,32.0999970902077%,,,,,,
4488,WA,Washington,09,H4WA09061,,Doug,Basler,"Basler, Doug",,R,36254,24.7133566919794%,,,,,,,,,,
4489,WA,Washington,09,n/a,,,,,District Votes:,,146698,,,,240567,,,,,,,
4490,WA,Washington,,n/a,,,,,,,,,,,,,,,,,,
4491,WA,Washington,10,H0WA03161,(I),Denny,Heck,"Heck, Denny",,D,82552,58.1573274343765%,,,166215,61.5440155512358%,,,,,W,
4492,WA,Washington,10,H8WA10045,,Joseph,Brumbles,"Brumbles, Joseph",,R,45270,31.8924097896383%,,,103860,38.4559844487642%,,,,,,
4493,WA,Washington,10,H8WA10029,,Tamborine,Borrelli,"Borrelli, Tamborine",,IPP,7997,5.63383258422217%,,,,,,,,,,
4494,WA,Washington,10,H8WA10037,,Nancy Dailey,Slotnick,"Slotnick, Nancy Dailey",,ICP,6127,4.31643019176306%,,,,,,,,,,
4495,WA,Washington,10,n/a,,,,,District Votes:,,141946,,,,270075,,,,,,,
4496,WA,Washington,H,n/a,,,,,,,,,,,,,,,,,,
4497,WA,Washington,H,n/a,,,,,Total State Votes:,,1696636,,,,3021951,,,,,,,
4498,,,,n/a,,,,,,,,,,,,,,,,,,
4499,WV,West Virginia,01,H0WV01072,(I),David B.,McKinley,"McKinley, David B.",,R,40330,100%,,,127997,64.5751561443692%,,,,,W,
4500,WV,West Virginia,01,n/a,,,,,Party Votes:,R,40330,,,,,,,,,,,
4501,WV,West Virginia,01,H8WV01075,,Kendra,Fershee,"Fershee, Kendra",,D,23137,47.2415060437765%,,,70217,35.4248438556308%,,,,,,
4502,WV,West Virginia,01,H8WV01067,,Ralph,Baxter,"Baxter, Ralph",,D,18670,38.1207121855603%,,,,,,,,,,
4503,WV,West Virginia,01,H6WV02119,,Tom,Payne,"Payne, Tom",,D,7169,14.6377817706632%,,,,,,,,,,
4504,WV,West Virginia,01,n/a,,,,,Party Votes:,D,48976,,,,,,,,,,,
4505,WV,West Virginia,01,n/a,,,,,District Votes:,,89306,,,,198214,,,,,,,
4506,WV,West Virginia,,n/a,,,,,,,,,,,,,,,,,,
4507,WV,West Virginia,02,H4WV02080,(I),Alex X.,Mooney,"Mooney, Alex X.",,R,36724,100%,,,110504,53.9591390288683%,,,,,W,
4508,WV,West Virginia,02,n/a,,,,,Party Votes:,R,36724,,,,,,,,,,,
4509,WV,West Virginia,02,H8WV02115,,Talley,Sergent,"Sergent, Talley",,D,29457,62.5719565817703%,,,88011,42.9757998359311%,,,,,,
4510,WV,West Virginia,02,H8WV02107,,Aaron,Scheinberg,"Scheinberg, Aaron",,D,17620,37.4280434182297%,,,,,,,,,,
4511,WV,West Virginia,02,n/a,,,,,Party Votes:,D,47077,,,,,,,,,,,
4512,WV,West Virginia,02,H8WV02123,,"Daniel P. ""Danny,"" Jr.",Lutz,"Lutz, Daniel P. ""Danny,"" Jr.",,MTP,*,,,,6277,3.06506113520059%,,,,,,"*  The Mountain Party nominated by convention on June 9, 2018.  Convention nominee is noted with an asterisk."
4513,WV,West Virginia,02,n/a,,,,,District Votes:,,83801,,,,204792,,,,,,,
4514,WV,West Virginia,,n/a,,,,,,,,,,,,,,,,,,
4515,WV,West Virginia,03,H8WV03097,,Carol,Miller,"Miller, Carol",,R,8923,23.8137176407793%,,,98645,56.3734034345801%,,,,,W,
4516,WV,West Virginia,03,H8WV03055,,Rupie,Phillips,"Phillips, Rupie",,R,7319,19.5329597010942%,,,,,,,,,,
4517,WV,West Virginia,03,H8WV03113,,Marty,Gearheart,"Gearheart, Marty",,R,6814,18.1852148385375%,,,,,,,,,,
4518,WV,West Virginia,03,H8WV03105,,Conrad,Lucas,"Lucas, Conrad",,R,6771,18.0704563650921%,,,,,,,,,,
4519,WV,West Virginia,03,H4WV03047,,Rick,Snuffer,"Snuffer, Rick",,R,3987,10.6405124099279%,,,,,,,,,,
4520,WV,West Virginia,03,H8WV03071,,Ayne,Amjad,"Amjad, Ayne",,R,2795,7.4593007739525%,,,,,,,,,,
4521,WV,West Virginia,03,H8WV03147,,Philip,Payton,"Payton, Philip",,R,861,2.29783827061649%,,,,,,,,,,
4522,WV,West Virginia,03,n/a,,,,,Party Votes:,R,37470,,,,,,,,,,,
4523,WV,West Virginia,03,H8WV03048,,"Richard, II",Ojeda,"Ojeda, Richard, II",,D,29867,52.1603213412504%,,,76340,43.6265965654199%,,,,,,
4524,WV,West Virginia,03,H8WV03121,,Mr. Shirley,Love,"Love, Mr. Shirley",,D,14109,24.6402375130982%,,,,,,,,,,
4525,WV,West Virginia,03,H8WV03063,,Paul E.,Davis,"Davis, Paul E.",,D,9137,15.9570380719525%,,,,,,,,,,
4526,WV,West Virginia,03,H8WV03139,,"Janice ""Byrd""",Hagerman,"Hagerman, Janice ""Byrd""",,D,4147,7.24240307369892%,,,,,,,,,,
4527,WV,West Virginia,03,n/a,,,,,Party Votes:,D,57260,,,,,,,,,,,
4528,WV,West Virginia,03,n/a,,,,,District Votes:,,94730,,,,174985,,,,,,,
4529,WV,West Virginia,H,n/a,,,,,,,,,,,,,,,,,,
4530,WV,West Virginia,H,n/a,,,,,Total State Votes:,,267837,,,,577991,,,,,,,
4531,,,,n/a,,,,,,,,,,,,,,,,,,
4532,WI,Wisconsin,01,H8WI01156,,Bryan,Steil,"Steil, Bryan",,R,30885,51.5248073137366%,,,177492,54.5597063787014%,,,,,W,
4533,WI,Wisconsin,01,H8WI01149,,Nick ,Polce,"Polce, Nick ",,R,8948,14.9277635047212%,,,,,,,,,,
4534,WI,Wisconsin,01,H6WI01226,,Paul ,Nehlen,"Nehlen, Paul ",,R,6638,11.0740382369624%,,,,,,,,,,
4535,WI,Wisconsin,01,H8WI01164,,Kevin Adam ,Steen,"Steen, Kevin Adam ",,R,6262,10.4467652063662%,,,,,,,,,,
4536,WI,Wisconsin,01,H4WI01148,,Jeremy ,Ryan,"Ryan, Jeremy ",,R,6226,10.3867071502452%,,,,,,,,,,
4537,WI,Wisconsin,01,H8WI01172,,Brad ,Boivin,"Boivin, Brad ",,R,924,1.54149010710353%,,,,,,,,,,
4538,WI,Wisconsin,01,n/a,,,Scattered,Scattered,,W(R),59,0.098428480864836%,,,,,,,,,,
4539,WI,Wisconsin,01,n/a,,,,,Party Votes:,R,59942,,,,,,,,,,,
4540,WI,Wisconsin,01,H8WI01123,,Randy ,Bryce,"Bryce, Randy ",,D,36406,59.5307006786035%,,,137508,42.2689253866229%,,,,,,
4541,WI,Wisconsin,01,H8WI01131,,Cathy,Myers,"Myers, Cathy",,D,24699,40.3875398577385%,,,,,,,,,,
4542,WI,Wisconsin,01,n/a,,,Scattered,Scattered,,W(D),50,0.0817594636579184%,,,,,,,,,,
4543,WI,Wisconsin,01,n/a,,,,,Party Votes:,D,61155,,,,,,,,,,,
4544,WI,Wisconsin,01,H8WI01180,,Ken,Yorgan,"Yorgan, Ken",,IND,,,,,10006,3.07576917283757%,,,,,,
4545,WI,Wisconsin,01,n/a,,,Scattered,Scattered,,W,,,,,304,0.0934473144655828%,,,,,,
4546,WI,Wisconsin,01,H8WI01107,,Joseph,Kexel,"Kexel, Joseph",,W,,,,,7,0.00215174737256276%,,,,,,
4547,WI,Wisconsin,01,n/a,,,Scattered,Scattered,,W(LIB),15,100%,,,,,,,,,,
4548,WI,Wisconsin,01,n/a,,,,,Party Votes:,LIB,15,,,,,,,,,,,
4549,WI,Wisconsin,01,n/a,,,Scattered,Scattered,,W(WG),6,100%,,,,,,,,,,
4550,WI,Wisconsin,01,n/a,,,,,Party Votes:,WG,6,,,,,,,,,,,
4551,WI,Wisconsin,01,n/a,,,Scattered,Scattered,,W(CON),6,100%,,,,,,,,,,
4552,WI,Wisconsin,01,n/a,,,,,Party Votes:,CON,6,,,,,,,,,,,
4553,WI,Wisconsin,01,n/a,,,,,District Votes:,,121124,,,,325317,,,,,,,
4554,WI,Wisconsin,,n/a,,,,,,,,,,,,,,,,,,
4555,WI,Wisconsin,02,H2WI02124,(I),Mark ,Pocan,"Pocan, Mark ",,D,115246,99.6851483435689%,,,309116,97.4222726484817%,,,,,W,
4556,WI,Wisconsin,02,n/a,,,Scattered,Scattered,,W(D),364,0.314851656431105%,,,,,,,,,,
4557,WI,Wisconsin,02,n/a,,,,,Party Votes:,D,115610,,,,,,,,,,,
4558,WI,Wisconsin,02,n/a,,,Scattered,Scattered,,W,,,,,8141,2.56575111489308%,,,,,,
4559,WI,Wisconsin,02,n/a,,,Scattered,Scattered,,W(R),886,98.4444444444444%,,,,,,,,,,
4560,WI,Wisconsin,02,n/a,,Joey Wayne,Reed,"Reed, Joey Wayne",,W(R)/W,14,1.55555555555556%,,,29,0.00913975952977513%,,,,,,
4561,WI,Wisconsin,02,n/a,,,,,Party Votes:,R,900,,,,,,,,,,,
4562,WI,Wisconsin,02,n/a,,Rick,Cruz,"Cruz, Rick",,W,,,,,8,0.00252131297373107%,,,,,,
4563,WI,Wisconsin,02,n/a,,Bradley Jason,Burt,"Burt, Bradley Jason",,W,,,,,1,0.000315164121716384%,,,,,,
4564,WI,Wisconsin,02,n/a,,,Scattered,Scattered,,W(LIB),29,100%,,,,,,,,,,
4565,WI,Wisconsin,02,n/a,,,,,Party Votes:,LIB,29,,,,,,,,,,,
4566,WI,Wisconsin,02,n/a,,,Scattered,Scattered,,W(WG),18,100%,,,,,,,,,,
4567,WI,Wisconsin,02,n/a,,,,,Party Votes:,WG,18,,,,,,,,,,,
4568,WI,Wisconsin,02,n/a,,,Scattered,Scattered,,W(CON),10,100%,,,,,,,,,,
4569,WI,Wisconsin,02,n/a,,,,,Party Votes:,CON,10,,,,,,,,,,,
4570,WI,Wisconsin,02,n/a,,,,,District Votes:,,116567,,,,317295,,,,,,,
4571,WI,Wisconsin,,n/a,,,,,,,,,,,,,,,,,,
4572,WI,Wisconsin,03,H6WI03099,(I),Ron ,Kind,"Kind, Ron ",,D,59643,99.7791718946048%,,,187888,59.64906711028%,,,,,W,
4573,WI,Wisconsin,03,n/a,,,Scattered,Scattered,,W(D),132,0.220828105395232%,,,,,,,,,,
4574,WI,Wisconsin,03,n/a,,,,,Party Votes:,D,59775,,,,,,,,,,,
4575,WI,Wisconsin,03,H8WI03103,,Steve ,Toft,"Toft, Steve ",,R,35768,99.8938725353293%,,,126980,40.3125188498646%,,,,,,
4576,WI,Wisconsin,03,n/a,,,Scattered,Scattered,,W(R),38,0.106127464670726%,,,,,,,,,,
4577,WI,Wisconsin,03,n/a,,,,,Party Votes:,R,35806,,,,,,,,,,,
4578,WI,Wisconsin,03,n/a,,,Scattered,Scattered,,W,,,,,121,0.03841403985536%,,,,,,
4579,WI,Wisconsin,03,n/a,,,Scattered,Scattered,,W(LIB),14,100%,,,,,,,,,,
4580,WI,Wisconsin,03,n/a,,,,,Party Votes:,LIB,14,,,,,,,,,,,
4581,WI,Wisconsin,03,n/a,,,Scattered,Scattered,,W(WG),8,100%,,,,,,,,,,
4582,WI,Wisconsin,03,n/a,,,,,Party Votes:,WG,8,,,,,,,,,,,
4583,WI,Wisconsin,03,n/a,,,Scattered,Scattered,,W(CON),2,100%,,,,,,,,,,
4584,WI,Wisconsin,03,n/a,,,,,Party Votes:,CON,2,,,,,,,,,,,
4585,WI,Wisconsin,03,n/a,,,,,District Votes:,,95605,,,,314989,,,,,,,
4586,WI,Wisconsin,,n/a,,,,,,,,,,,,,,,,,,
4587,WI,Wisconsin,04,H4WI04183,(I),Gwen S.,Moore,"Moore, Gwen S.",,D,76991,88.8631117266851%,,,206487,75.6121675510002%,,,,,W,
4588,WI,Wisconsin,04,H4WI04241,,Gary R. ,George,"George, Gary R. ",,D,9468,10.9279778393352%,,,,,,,,,,
4589,WI,Wisconsin,04,n/a,,,Scattered,Scattered,,W(D),181,0.208910433979686%,,,,,,,,,,
4590,WI,Wisconsin,04,n/a,,,,,Party Votes:,D,86640,,,,,,,,,,,
4591,WI,Wisconsin,04,H4WI04266,,Robert R.,Raymond,"Raymond, Robert R.",,IND,,,,,59091,21.6381592679256%,,,,,,
4592,WI,Wisconsin,04,H8WI04069,,Tim ,Rogers,"Rogers, Tim ",,R,8912,55.3437247717817%,,,7170,2.62553691680673%,,,,,,
4593,WI,Wisconsin,04,H8WI04044,,Cindy ,Werner,"Werner, Cindy ",,R,7122,44.2277836427995%,,,,,,,,,,
4594,WI,Wisconsin,04,n/a,,,Scattered,Scattered,,W(R),69,0.428491585418866%,,,,,,,,,,
4595,WI,Wisconsin,04,n/a,,,,,Party Votes:,R,16103,,,,,,,,,,,
4596,WI,Wisconsin,04,n/a,,,Scattered,Scattered,,W,,,,,339,0.124136264267431%,,,,,,
4597,WI,Wisconsin,04,n/a,,,Scattered,Scattered,,W(LIB),20,100%,,,,,,,,,,
4598,WI,Wisconsin,04,n/a,,,,,Party Votes:,LIB,20,,,,,,,,,,,
4599,WI,Wisconsin,04,n/a,,,Scattered,Scattered,,W(WG),11,100%,,,,,,,,,,
4600,WI,Wisconsin,04,n/a,,,,,Party Votes:,WG,11,,,,,,,,,,,
4601,WI,Wisconsin,04,n/a,,,Scattered,Scattered,,W(CON),10,100%,,,,,,,,,,
4602,WI,Wisconsin,04,n/a,,,,,Party Votes:,CON,10,,,,,,,,,,,
4603,WI,Wisconsin,04,n/a,,,,,District Votes:,,102784,,,,273087,,,,,,,
4604,WI,Wisconsin,,n/a,,,,,,,,,,,,,,,,,,
4605,WI,Wisconsin,05,H8WI09050,(I),"F. James, Jr.",Sensenbrenner,"Sensenbrenner, F. James, Jr.",,R,73397,81.1536675438402%,,,225619,61.9342388439916%,,,,,W,
4606,WI,Wisconsin,05,H8WI05181,,Jennifer Hoppe ,Vipond,"Vipond, Jennifer Hoppe ",,R,17011,18.8087393025364%,,,,,,,,,,
4607,WI,Wisconsin,05,n/a,,,Scattered,Scattered,,W(R),34,0.0375931536233166%,,,,,,,,,,
4608,WI,Wisconsin,05,n/a,,,,,Party Votes:,R,90442,,,,,,,,,,,
4609,WI,Wisconsin,05,H8WI05165,,Tom ,Palzewicz,"Palzewicz, Tom ",,D,43192,99.7920613650016%,,,138385,37.9878008608574%,,,,,,
4610,WI,Wisconsin,05,H8WI05157,,Ramon,Garcia,"Garcia, Ramon",,W(D),5,0.011552146388799%,,,,,,,,,,
4611,WI,Wisconsin,05,n/a,,,Scattered,Scattered,,W(D),85,0.196386488609584%,,,,,,,,,,
4612,WI,Wisconsin,05,n/a,,,,,Party Votes:,D,43282,,,,,,,,,,,
4613,WI,Wisconsin,05,n/a,,,Scattered,Scattered,,W,,,,,283,0.0776857870695713%,,,,,,
