FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
H0MN00013,MN,03,Jim ,Ramstad,"Ramstad, Jim ",,R,26275,100%,,,213334,72.0192560884214%,,,(I),
,MN ,03,,,   ,Total Party Votes:,R,26275,,,,,,,,,
H0MN03058,MN ,03,Darryl,Stanton,"Stanton, Darryl",,DFL,14837,100%,,,82575,27.8764288463226%,,,,
,MN ,03,,,   ,Total Party Votes:,DFL,14837,,,,,,,,,
,MN ,03,,Scattered,Scattered ,,W,,,,,309,0.104315065255994%,,,,
,MN ,03,,,   ,Total District Votes:,,41112,,,,296218,,,,,
H0MN04049,MN ,04,Betty ,McCollum,"McCollum, Betty ",,DFL,30878,100%,,,164597,62.2200801391094%,,,(I),
,MN,04,,,   ,Total Party Votes:,DFL,30878,,,,,,,,,
H2MN04078,MN,04,Clyde ,Billington,"Billington, Clyde ",,R,14052,100%,,,89705,33.9098057004612%,,,,
,MN,04,,,   ,Total Party Votes:,R,14052,,,,,,,,,
H2MN04094,MN,04,Scott J.,Raskiewicz,"Raskiewicz, Scott J.",,GRN,877,100%,,,9919,3.74952748166629%,,,,
,MN,04,,,   ,Total Party Votes:,GRN,877, ,,,,,,,,
,MN,04,,Scattered,Scattered ,,W,,,,,319,0.120586678763136%,,,,
,MN,04,,,   ,Total District Votes:,,45807,,,,264540,,,,,
H8MN05023,MN,05,Martin Olav,Sabo,"Sabo, Martin Olav",,DFL,33310,100%,,,171572,67.0250251970842%,,,(I),
,MN,05,,,   ,Total Party Votes:,DFL,33310,,,,,,,,,
H2MN05125,MN ,05,Daniel Nielsen ,Mathias,"Mathias, Daniel Nielsen ",,R,9947,100%,,,66271,25.8889296903689%,,,,
,MN,05,,,   ,Total Party Votes:,R,9947,,,,,,,,,
H2MN05117,MN ,05,Tim ,Davis,"Davis, Tim ",,GRN,1635,100%,,,17825,6.96338023767296%,,,,
,MN,05,,,   ,Total Party Votes:,GRN,1635,,,,,,,,,
,MN ,05,,Scattered,Scattered ,,W,,,,,314,0.122664874874015%,,,,
,MN,05,,,   ,Total District Votes:,,44892,,,,255982,,,,,
H0MN02035,MN ,06,Mark,Kennedy,"Kennedy, Mark",,R,22239,100%,,,164747,57.3408002450298%,,,(I),
,MN,06,,,   ,Total Party Votes:,R,22239,,,,,,,,,
H2MN06164,MN ,06,Janet ,Robert,"Robert, Janet ",,DFL,16204,100%,,,100738,35.0622319986635%,,,,
,MN,06,,,   ,Total Party Votes:,DFL,16204,,,,,,,,,
H2MN07071,MN ,06,Dan ,Becker ,Becker    Dan ,,IDP,2199,100%,,,21484,7.47758534276327%,,,,
,MN,06,,,   ,Total Party Votes:,IDP,2199,,,,,,,,,
,MN ,06,,Scattered,Scattered ,,W,,,,,343,0.119382413543465%,,,,
,MN,06,,,   ,Total District Votes:,,40642,,,,287312,,,,,
H2MN07014,MN,07,Collin C.,Peterson,"Peterson, Collin C.",,DFL,35130,100%,,,170234,65.2705194909763%,,,(I),
,MN,07,,,   ,Total Party Votes:,DFL,35130,,,,,,,,,
H2MN08087,MN,07,Dan ,Stevens,"Stevens, Dan ",,R,29855,100%,,,90342,34.638610805443%,,,,
,MN,07,,,   ,Total Party Votes:,R,29855,,,,,,,,,
,MN,07,,Scattered,Scattered ,,W,,,,,237,0.0908697035807264%,,,,
,MN,07,,,   ,Total District Votes:,,64985,,,,260813,,,,,
H6MN08047,MN,08,James L.,Oberstar,"Oberstar, James L.",,DFL,50582,100%,,,194909,68.6466078025999%,,,(I),
,MN,08,,,   ,Total Party Votes:,DFL,50582,,,,,,,,,
H0MN08081,MN,08,Bob ,Lemen,"Lemen, Bob ",,R,13422,50.5460570912104%,,,88673,31.2304750097735%,,,,
H0MN08099,MN,08,Warren L.,Nelson,"Nelson, Warren L.",,R,13132,49.4539429087896%,,,,,,,,
,MN,08,,,   ,Total Party Votes:,R,26554,,,,,,,,,
,MN,08,,Scattered,Scattered ,,W,,,,,349,0.122917187626571%,,,,
,MN,08,,,   ,Total District Votes:,,77136,,,,283931,,,,,
,MN,,,,   ,Total State Votes:,,397446,,,,2201638,,,,,
,MS,,,,   ,,, ,,,,,,,,,
S8MS00055,MS,S,Thad,Cochran,"Cochran, Thad",,R,Unopposed,,,,533269,84.5794177590623%,,,(I),
S2MS00058,MS,S,Steven Douglas,Turney,"Turney, Steven Douglas",,D,30808,52.2311135223111%,,,,,,,,11
S4MS00104,MS,S,James W. (Bootie),Hunt,"Hunt, James W. (Bootie)",,D,28176,47.7688864776889%,,,,,,,,
,MS,S,,,   ,Total Party Votes:,D,58984,,,,,,,,,
S4MS00062,MS,S,Shawn,O'Hara,"O'Hara, Shawn",,REF,,,,,97226,15.4205822409377%,,,,
,MS,S,,,   ,Total State Votes:,,58984,,,,630495,,,,,
H4MS01078,MS,01,Roger F.,Wicker,"Wicker, Roger F.",,R,Unopposed,,,,95404,71.427822740647%,,,(I),
H2MS01031,MS,01,Rex N.,Weathers,"Weathers, Rex N.",,D,Unopposed,,,,32318,24.1960963411621%,,,,
H2MS01064,MS,01,Brenda,Blackburn,"Blackburn, Brenda",,REF,,,,,3477,2.60318791318215%,,,,
H2MS01072,MS,01,Harold M.,Taylor,"Taylor, Harold M.",,LBT,,,,,2368,1.77289300500872%,,,,
,MS,01,,,   ,Total District Votes:,,,,,,133567,,,,,
H4MS02068,MS,02,Bennie G.,Thompson,"Thompson, Bennie G.",,D,47893,73.4893355838576%,,,89913,55.1444342226311%,,,(I),
H2MS02104,MS,02,George E.,Irvin,"Irvin, George E.",,D,17277,26.5106644161424%,,,,,,,,
,MS,02,,,   ,Total Party Votes:,D,65170,,,,,,,,,
H2MS02096,MS,02,Clinton B.,LeSueur,"LeSueur, Clinton B.",,R,6376,55.0556946723081%,,,69711,42.754369825207%,,,,
H2MS02112,MS,02,Charlotte,Reeves,"Reeves, Charlotte",,R,5198,44.88386149728%,,,,,,,,
,MS,02,,Scattered,Scattered ,,W(R),7,0.0604438304118815%,,,,,,,,
,MS,02,,,   ,Total Party Votes:,R,11581,,,,,,,,,
H0MS02041,MS,02,Lee,Dilworth,"Dilworth, Lee",,REF,,,,,3426,2.10119595216191%,,,,
,MS,02,,,   ,Total District Votes:,,76751,,,,163050,,,,,
H6MS03046,MS,03,"Charles W. ""Chip""","Pickering, Jr.","Pickering, Charles W. ""Chip,"" Jr.",,R,Unopposed,,,,139329,63.57671194747%,,,(I),
H8MS04404,MS,03,Ronnie,Shows,"Shows, Ronnie",,D,Unopposed,,,,76184,34.7632454335139%,,,(I),
H2MS03086,MS,03,Jim,Giles,"Giles, Jim",,I,,,,,1431,0.652974433153397%,,,,
H2MS03078,MS,03,Harvey L.,Darden,"Darden, Harvey L.",,I,,,,,949,0.433034756857144%,,,,
H2MS03094,MS,03,Brad A.,McDonald,"McDonald, Brad A.",,LBT,,,,,760,0.346792850591601%,,,,
H2MS03060,MS,03,Carroll,Grantham,"Grantham, Carroll",,REF,,,,,498,0.22724057841397%,,,,
,MS,03,,,   ,Total District Votes:,,,,,,219151,,,,,
H8MS05047,MS,04,Gene,Taylor,"Taylor, Gene",,D,Unopposed,,,,121742,75.210665480515%,,,(I),
H8MS05153,MS,04,Dr. Karl Cleveland,Mertz,"Mertz, Dr. Karl Cleveland",,R,Unopposed,,,,34373,21.2352039933773%,,,,
H0MS05077,MS,04,Wayne L.,Parker,"Parker, Wayne L.",,LBT,,,,,3311,2.04549385919391%,,,,
H2MS04159,MS,04,Thomas R.,Huffmaster,"Huffmaster, Thomas R.",,REF,,,,,2442,1.50863666691378%,,,,
,MS,04,,,   ,Total District Votes:,,,,,,161868,,,,,
,MS, ,,,   ,Total State Votes:,,76751,,,,677636,,,,,
,MO,,,,   ,,,,,,,,,,,,
S2MO00353,MO,S,Jim,Talent,"Talent, Jim",,R,395994,89.5770136471291%,,,935032,49.7987878271429%,,,,
S0MO00167,MO,S,Joseph A.,May,"May, Joseph A.",,R,18525,4.19050333543707%,,,,,,,,
S4MO00110,MO,S,Doris Bass,Landfather,"Landfather, Doris Bass",,R,14074,3.18365149489562%,,,,,,,,
S2MO00379,MO,S,Scott Craig,Babbitt,"Babbitt, Scott Craig",,R,7705,1.74293269633159%,,,,,,,,
S8MO00087,MO,S,Martin,Lindstedt,"Lindstedt, Martin",,R,5773,1.30589882620665%,,,,,,,,
,MO,S,,,   ,Total Party Votes:,R,442071,,,,,,,,,
S0MO00159,MO,S,Jean,Carnahan,"Carnahan, Jean",,D,368149,83.2189535835221%,,,913778,48.6668228928111%,,,(I),
S2MO00361,MO,S,Darrel D.,Day,"Day, Darrel D.",,D,74237,16.7810464164779%,,,,,,,,
,MO,S,,,   ,Total Party Votes:,D,442386,,,,,,,,,
S8MO00095,MO,S,Tamara A.,Millay,"Millay, Tamara A.",,LBT,1942,59.3520782396088%,,,18345,0.977034756766545%,,,,
S2MO00387,MO,S,Edward Joseph,Manley,"Manley, Edward Joseph",,LBT,1330,40.6479217603912%,,,,,,,,
,MO,S,,,   ,Total Party Votes:,LBT,3272,,,,,,,,,
S2MO00395,MO,S,Daniel (Digger),Romano,"Romano, Daniel (Digger)",,GRN,,,,,10465,0.557354523279471%,,,,
,MO,S,,,   ,Total State Votes:,,887729,,,,1877620,,,,,
H0MO01066,MO,01,Wm. Lacy,Clay,"Clay, Wm. Lacy",,D,41405,74.2997110915714%,,,133946,70.1086074690534%,,,(I),
H2MO01146,MO,01,Carl E.,Harris,"Harris, Carl E.",,D,14322,25.7002889084286%,,,,,,,,
,MO,01,,,   ,Total Party Votes:,D,55727,,,,,,,,,
H2MO01153,MO,01,Richard,Schwadron,"Schwadron, Richard",,R,15522,100%,,,51755,27.0890581246238%,,,,
,MO,01,,,   ,Total Party Votes:,R,15522,,,,,,,,,
H2MO02078,MO,01,Jim,Higgins,"Higgins, Jim",,LBT,222,100%,,,5354,2.80233440632279%,,,,
,MO,01,,,   ,Total Party Votes:,LBT,222,,,,,,,,,
,MO,01,,,   ,Total District Votes:,,71471,,,,191055,,,,,
H0MO02148,MO,02,Todd,Akin,"Akin, Todd",,R,55728,100%,,,167057,67.1375407912293%,,,(I),
,MO,02,,,   ,Total Party Votes:,R,55728,,,,,,,,,
H2MO02086,MO,02,John,Hogan,"Hogan, John",,D,26299,100%,,,77223,31.0346906296719%,,,,
,MO,02,,,   ,Total Party Votes:,D,26299,,,,,,,,,
H2MO02094,MO,02,Darla R.,Maloney,"Maloney, Darla R.",,LBT,370,100%,,,4548,1.82776857909882%,,,,
,MO,02,,,   ,Total Party Votes:,LBT,370,,,,,,,,,
,MO,02,,,   ,Total District Votes:,,82397,,,,248828,,,,,
H6MO03119,MO,03,Richard A.,Gephardt,"Gephardt, Richard A.",,D,44535,73.5519992072536%,,,122181,59.0594456636278%,,,(I),
H2MO03092,MO,03,Michael,Bram,"Bram, Michael",,D,16014,26.4480007927464%,,,,,,,,
,MO,03,,,   ,Total Party Votes:,D,60549,,,,,,,,,
H2MO03118,MO,03,Catherine S.,Enz,"Enz, Catherine S.",,R,13573,58.5219678351227%,,,80551,38.9364746372258%,,,,
H2MO03100,MO,03,Mike,Steger,"Steger, Mike",,R,9620,41.4780321648773%,,,,,,,,
,MO,03,,,   ,Total Party Votes:,R,23193,,,,,,,,,
H2MO03126,MO,03,Daniel (Dan),Byington,"Byington, Daniel (Dan)",,LBT,375,100%,,,4146,2.00407969914636%,,,,
,MO,03,,,   ,Total Party Votes:,LBT,375,,,,,,,,,
,MO,03,,,   ,Total District Votes:,,84117,,,,206878,,,,,
H6MO04141,MO,04,Ike,Skelton,"Skelton, Ike",,D,54631,100%,,,142204,67.639532339539%,,,(I),
,MO,04,,,   ,Total Party Votes:,D,54631,,,,,,,,,
H0MO04078,MO,04,James A. (Jim),Noland,"Noland, James A. (Jim)",,R,40485,67.3235220753305%,,,64451,30.6562086777842%,,,,
H0MO04045,MO,04,Bob,Brown,"Brown, Bob",,R,14822,24.6478756132036%,,,,,,,,
H2MO04066,MO,04,Chuck,Liffick,"Liffick, Chuck",,R,4828,8.02860231146587%,,,,,,,,
,MO,04,,,   ,Total Party Votes:,R,60135,,,,,,,,,
H2MO04074,MO,04,Daniel Roy,Nelson,"Nelson, Daniel Roy",,LBT,379,100%,,,3583,1.70425898267678%,,,,
,MO,04,,,   ,Total Party Votes:,LBT,379,,,,,,,,,
,MO,04,,,   ,Total District Votes:,,115145,,,,210238,,,,,
H4MO05069,MO,05,Karen,McCarthy,"McCarthy, Karen",,D,40532,86.2529792305073%,,,122645,65.87902259799%,,,(I),
H0MO05083,MO,05,Charles,Lindsey,"Lindsey, Charles",,D,6460,13.7470207694927%,,,,,,,,
,MO,05,,,   ,Total Party Votes:,D,46992,,,,,,,,,
H0MO05091,MO,05,Steve,Gordon,"Gordon, Steve",,R,8215,33.6335721596725%,,,60245,32.36072988231%,,,,
H2MO05311,MO,05,Ronald (Ron),Harris,"Harris, Ronald (Ron)",,R,7693,31.496417604913%,,,,,,,,
H0MO05075,MO,05,Chet,Southworth,"Southworth, Chet",,R,4009,16.4135107471853%,,,,,,,,
H2MO05154,MO,05,Joyce P.,Lea,"Lea, Joyce P.",,R,2896,11.85670419652%,,,,,,,,
H2MO05329,MO,05,Annalisa,Zapien-Pina,"Zapien-Pina, Annalisa",,R,1612,6.59979529170931%,,,,,,,,
,MO,05,,,   ,Total Party Votes:,R,24425,,,,,,,,,
H2MO05337,MO,05,Jeanne,Bojarski,"Bojarski, Jeanne",,LBT,392,100%,,,3277,1.76024751970005%,,,,
,MO,05,,,   ,Total Party Votes:,LBT,392,,,,,,,,,
,MO,05,,,   ,Total District Votes:,,71809,,,,186167,,,,,
H0MO06073,MO,06,Sam,Graves,"Graves, Sam",,R,46107,100%,,,131151,63.0267002422052%,,,(I),
,MO,06,,,   ,Total Party Votes:,R,46107,,,,,,,,,
H2MO06160,MO,06,Cathy,Rinehart,"Rinehart, Cathy",,D,33887,67.112272988335%,,,73202,35.178386067433%,,,,
H2MO06152,MO,06,Ed,Mitchell,"Mitchell, Ed",,D,10755,21.2999821757471%,,,,,,,,
H2MO06145,MO,06,David P.,Gilstrap,"Gilstrap, David P.",,D,5851,11.5877448359179%,,,,,,,,
,MO,06,,,   ,Total Party Votes:,D,50493,,,,,,,,,
H2MO06178,MO,06,Erik,Buck,"Buck, Erik",,LBT,391,100%,,,3735,1.79491369036177%,,,,
,MO,06,,,   ,Total Party Votes:,LBT,391,,,,,,,,,
,MO,06,,,   ,Total District Votes:,,96991,,,,208088,,,,,
H6MO07128,MO,07,Roy,Blunt,"Blunt, Roy",,R,70693,100%,,,149519,74.810745360572%,,,(I),
,MO,07,,,   ,Total Party Votes:,R,70693,,,,,,,,,
H0MO07097,MO,07,Ron,Lapham,"Lapham, Ron",,D,17507,100%,,,45964,22.9977534611209%,,,,
,MO,07,,,   ,Total Party Votes:,D,17507,,,,,,,,,
H4MO07073,MO,07,Doug,Burlison,"Burlison, Doug",,LBT,319,100%,,,4378,2.19050049283759%,,,,
,MO,07,,,   ,Total Party Votes:,LBT,319,,,,,,,,,
,MO,07,Steven L. ,Reed,"Reed, Steven L. ",,W,,,,,2,0.00100068546954664%,,,,
,MO,07,,,   ,Total District Votes:,,88519,,,,199863,,,,,
H6MO08084,MO,08,Jo Ann,Emerson,"Emerson, Jo Ann",,R,50605,87.0938317499656%,,,135144,71.7625756022961%,,,(I),
H6MO08076,MO,08,Richard Allen,Kline,"Kline, Richard Allen",,R,7499,12.9061682500344%,,,,,,,,
,MO,08,,,   ,Total Party Votes:,R,58104,,,,,,,,,
H4MO08071,MO,08,Gene,Curtis,"Curtis, Gene",,D,33939,100%,,,50686,26.9146829084383%,,,,
,MO,08,,,   ,Total Party Votes:,D,33939,,,,,,,,,
H2MO08059,MO,08,Eric,Van Oostrom,"Van Oostrom, Eric",,LBT,256,100%,,,2491,1.32274148926567%,,,,
,MO,08,,,   ,Total Party Votes:,LBT,256,,,,,,,,,
,MO,08,,,   ,Total District Votes:,,92299,,,,188321,,,,,
H4MO09046,MO,09,Kenny C.,Hulshof,"Hulshof, Kenny C.",,R,54239,100%,,,146032,68.1994162288383%,,,(I),
,MO,09,,,   ,Total Party Votes:,R,54239,,,,,,,,,
H2MO09115,MO,09,Donald M. (Don),Deichman,"Deichman, Donald M. (Don)",,D,45856,100%,,,61126,28.5468768242849%,,,,
,MO,09,,,   ,Total Party Votes:,D,45856,,,,,,,,,
H2MO09131,MO,09,Keith ,Brekhus,"Brekhus, Keith ",,GRN,,,,,4262,1.99042615294804%,,,,
H2MO09123,MO,09,John,Mruzik,"Mruzik, John",,LBT,434,100%,,,2705,1.26328079392878%,,,,
,MO,09,,,   ,Total Party Votes:,LBT,434,,,,,,,,,
,MO,09,,,   ,Total District Votes:,,100529,,,,214125,,,,,
,MO, ,,,   ,Total State Votes:,,803277,,,,1853563,,,,,
,MT,, ,,    ,,, ,,,,,,,,,
S8MT00010,MT,S,Max,Baucus,"Baucus, Max",,D,66713,100%,,,204853,62.7350039964843%,,,(I),
,MT,S,,,   ,Total Party Votes:,D,66713,,,,,,,,,
S2MT00054,MT,S,Mike,Taylor,"Taylor, Mike",,R,48169,60.1563573239419%,,,103611,31.730248027023%,,,,
S2MT00062,MT,S,Bradley S.,Johnson,"Johnson, Bradley S.",,R,14252,17.7987586327476%,,,,,,,,
S8MT00036,MT,S,John K. (Jack),McDonald,"McDonald, John K. (Jack)",,R,10116,12.6334719568394%,,,,,,,,
S2MT00070,MT,S,"Melvin H. ""Skip""",Hanson,"Hanson, Melvin H. ""Skip""",,R,7536,9.4114120864711%,,,,,,,,
,MT,S,,,   ,Total Party Votes:,R,80073,,,,,,,,,
S2MT00088,MT,S,Stan,Jones,"Jones, Stan",,LBT,Unopposed,,,,10420,3.19106257483838%,,,,
S8MT00101,MT,S,Bob,Kelleher,"Kelleher, Bob",,GRN,Unopposed,,,,7653,2.34368540165433%,,,,
,MT,S,,,   ,Total State Votes:,,146786,,,,326537,,,,,
H0MT00033,MT,00,Denny,Rehberg,"Rehberg, Denny",,R,83617,100%,,,214100,64.6201116138126%,,,(I),
,MT,00,,,   ,Total Party Votes:,R,83617,,,,,,,,,
H4MT00035,MT,00,Steve,Kelly,"Kelly, Steve",,D,40441,74.279994122401%,,,108233,32.6671113512274%,,,,
H2MT00013,MT,00,Robert,Candee,"Candee, Robert",,D,14003,25.720005877599%,,,,,,,,
,MT,00,,,   ,Total Party Votes:,D,54444,,,,,,,,,
H8MT01141,MT,00,Mike,Fellows,"Fellows, Mike",,LBT,Unopposed,,,,8988,2.71277703496005%,,,,
,MT,,,,   ,Total State Votes:,,138061,,,,331321,,,,,
,NE,,,,   ,,,,,,,,,,,,
S6NE00087,NE,S,Chuck,Hagel,"Hagel, Chuck",,R,141841,100%,,,397438,82.7621679365787%,,,(I),
,NE,S,,,   ,Total Party Votes:,R,141841,,,,,,,,,
S6NE00087,NE,S,Chuck,Hagel,"Hagel, Chuck",,N(R),2319,100%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,N(R),2319,,,,,,,,,
S2NE00052,NE,S,Charlie A.,Matulka,"Matulka, Charlie A.",,D,33360,59.2919095691739%,,,70290,14.637132796215%,,,,
S0NE00056,NE,S,Al,Hamburg,"Hamburg, Al",,D,22904,40.7080904308261%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,D,56264,,,,,,,,,
S2NE00052,NE,S,Charlie A.,Matulka,"Matulka, Charlie A.",,N(D),561,60.3875134553283%,,,,,,,,
S0NE00056,NE,S,Al,Hamburg,"Hamburg, Al",,N(D),368,39.6124865446717%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,N(D),929,,,,,,,,,
S2NE00060,NE,S,John J.,Graziano,"Graziano, John J.",,LBT,169,100%,,,7423,1.54575952121645%,,,,
,NE,S,,,   ,Total Party Votes:,LBT,169,,,,,,,,,
S2NE00060,NE,S,John J.,Graziano,"Graziano, John J.",,N(LBT),59,100%,,,,,,,,
,NE,S,,,   ,Total Party Votes:,N(LBT),59,,,,,,,,,
S2NE00078,NE,S,Phil,Chase,"Chase, Phil ",,BP,,,,,5066,1.05493974598983%,,,,
,NE,S,,,   ,Total State Votes:,,201581,,,,480217,,,,,
H8NE01016,NE,01,Doug,Bereuter,"Bereuter, Doug",,R,40113,100%,,,133013,85.350093683427%,,,(I),
,NE,01,,,   ,Total Party Votes:,R,40113,,,,,,,,,
H8NE01016,NE,01,Doug,Bereuter,"Bereuter, Doug",,N(R),798,100%,,,,,,,,
,NE,01,,,   ,Total Party Votes:,N(R),798,,,,,,,,,
H2NE01068,NE,01,Robert,Eckerson,"Eckerson, Robert",,LBT,45,100%,,,22831,14.649906316573%,,,,
,NE,01,,,   ,Total Party Votes:,LBT,45,,,,,,,,,
H2NE01068,NE,01,Robert,Eckerson,"Eckerson, Robert",,N(LBT),38,100%,,,,,,,,
,NE,01,,,   ,Total Party Votes:,N(LBT),38,,,,,,,,,
,NE,01,,,   ,Total District Votes:,,40994,,,,155844,,,,,
H8NE02139,NE,02,Lee,Terry,"Terry, Lee",,R,23297,100%,,,89917,63.3155886039405%,,,(I),
,NE,02,,,   ,Total Party Votes:,R,23297,,,,,,,,,
H8NE02139,NE,02,Lee,Terry,"Terry, Lee",,N(R),896,100%,,,,,,,,
,NE,02,,,   ,Total Party Votes:,N(R),896,,,,,,,,,
H2NE02017,NE,02,Jim,Simon,"Simon, Jim",,D,15875,100%,,,46843,32.9847761488304%,,,,
,NE,02,,,   ,Total Party Votes:,D,15875,,,,,,,,,
H2NE02017,NE,02,Jim,Simon,"Simon, Jim",,N(D),502,100%,,,,,,,,
,NE,02,,,   ,Total Party Votes:,N(D),502,,,,,,,,,
,NE,02,Doug ,Paterson,"Paterson, Doug ",,GRN,,,,,3236,2.27864858394243%,,,,
H2NE02025,NE,02,Dave,Stock,"Stock, Dave",,LBT,68,100%,,,2018,1.42098666328672%,,,,
,NE,02,,,   ,Total Party Votes:,LBT,68,,,,,,,,,
H2NE02025,NE,02,Dave,Stock,"Stock, Dave",,N(LBT),5,,,,,,,,,
,NE,02,,,   ,Total Party Votes:,N(LBT),5,,,,,,,,,
,NE,02,,,   ,Total District Votes:,,40643,,,,142014,,,,,
H0NE03159,NE,03,Tom,Osborne,"Osborne, Tom",,R,77731,100%,,,163939,93.170451703835%,,,(I),
,NE,03,,,   ,Total Party Votes:,R,77731,,,,,,,,,
H0NE03159,NE,03,Tom,Osborne,"Osborne, Tom",,N(R),566,100%,,,,,,,,
,NE,03,,,   ,Total Party Votes:,N(R),566,,,,,,,,,
H8NE03046,NE,03,Jerry,Hickman,"Hickman, Jerry",,LBT,56,100%,,,12017,6.82954829616495%,,,,
,NE,03,,,   ,Total Party Votes:,LBT,56,,,,,,,,,
H8NE03046,NE,03,Jerry,Hickman,"Hickman, Jerry",,N(LBT),17,100%,,,,,,,,
,NE,03,,,   ,Total Party Votes:,N(LBT),17,,,,,,,,,
,NE,03,,,   ,Total District Votes:,,78370,,,,175956,,,,,
,NE, ,,,   ,Total State Votes:,,160007,,,,473814,,,,,
,NV,,,,   ,,,,,,,,,,,,
H8NV01071,NV,01,Shelley,Berkley,"Berkley, Shelley",,D,Unopposed,,,,64312,53.7213692634111%,,,(I),
H2NV01124,NV,01,Lynette Maria,Boggs-McDonald,"Boggs-McDonald, Lynette Maria",,R,16838,78.8886806596702%,,,51148,42.7251616352306%,,,,
H2NV01140,NV,01,"Alfred ""Bus Driver""",Ordunez,"Ordunez, Alfred ""Bus Driver""",,R,4506,21.1113193403298%,,,,,,,,
,NV,01,, ,    ,Total Party Votes:,R,21344,,,,,,,,,
H2NV01165,NV,01,"Steven ""Capt.Truth""",Dempsey,"Dempsey, Steven ""Capt.Truth""",,IAP,,,,,2861,2.38986250563844%,,,,
H2NV01157,NV,01,W. Lane,Startin,"Startin, W. Lane",,GRN,,,,,1393,1.1636065957198%,,,,
,NV,01,,,   ,Total District Votes:,,21344,,,,119714,,,,,
H6NV02032,NV,02,Jim,Gibbons,"Gibbons, Jim",,R,Unopposed,,,,149574,74.3409542743539%,,,(I),
H2NV02197,NV,02,Travis O.,Souza,"Souza, Travis O.",,D,Unopposed,,,,40189,19.9746520874752%,,,,
H2NV02205,NV,02,Janine,Hansen,"Hansen, Janine",,IAP,,,,,7240,3.59840954274354%,,,,
H2NV02213,NV,02,Brendan,Trainor,"Trainor, Brendan",,LBT,,,,,3413,1.69632206759443%,,,,
H8NV02046,NV,02,"Robert ""Stickerman""",Winquist,"Winquist, Robert ""Stickerman""",,NL,,,,,784,0.389662027833002%,,,,
,NV,02,,,   ,Total District Votes:,,,,,,201200,,,,,
H0NV01078,NV,03,Jon,Porter,"Porter, Jon",,R,25446,68.6171933987704%,,,100378,56.0789747142362%,,,,
H2NV03039,NV,03,Barry P.,Bilbray,"Bilbray, Barry P.",,R,6179,16.6621723654406%,,,,,,,,
H2NV03054,NV,03,Susan,Kiger,"Kiger, Susan",,R,3407,9.18725056628195%,,,,,,,,
H2NV01173,NV,03,Bob,Daily,"Daily, Bob",,R,2052,5.53338366950707%,,,,,,,,
,NV,03,,,   ,Total Party Votes:,R,37084,,,,,,,,,
H2NV03013,NV,03,Dario,Herrera,"Herrera, Dario",,D,20773,68.8029941706412%,,,66659,37.2409131032325%,,,,
H2NV03047,NV,03,Mark J.,"Budetich, Jr.","Budetich, Mark J., Jr.",,D,9419,31.1970058293588%,,,,,,,,
,NV,03,,,   ,Total Party Votes:,D,30192,,,,,,,,,
H2NV03021,NV,03,Pete,O'Neil,"O'Neil, Pete",,I,,,,,6842,3.82247449635183%,,,,
H2NV03088,NV,03,Neil,Scott,"Scott, Neil",,LBT,,,,,3421,1.91123724817592%,,,,
H2NV03062,NV,03,Richard Wayne,Odell,"Odell, Richard Wayne",,IAP,,,,,1694,0.946400438003509%,,,,
,NV,03,,,   ,Total District Votes:,,67276,,,,178994,,,,,
,NV, ,,,   ,Total State Votes:,,88620,,,,499908,,,,,
,NH,,,,   ,,,,,,,,,,,,
S0NH00201,NH,S,John E.,Sununu,"Sununu, John E.",,R,81920,53.3534798296232%,,,227229,50.8188802039652%,,,,
S0NH00144,NH,S,"""Bob""",Smith,"Smith, ""Bob""",,R/W,68608,44.6835393573094%,,,2396,0.535856061368491%,,,(I),
S2NH00173,NH,S,Kenneth Scot,Stremsky,"Stremsky, Kenneth Scot",,R,2694,1.75456878248297%,,,,,,,,
S0NH00219,NH,S,Jeanne,Shaheen,"Shaheen, Jeanne",,W(R),320,0.208412030584465%,,,,,,,,
,NH,S,,,   ,Total Party Votes:,R,153542,,,,,,,,,
S0NH00219,NH,S,Jeanne,Shaheen,"Shaheen, Jeanne",,D,57995,95.8864474315097%,,,207478,46.4016460353137%,,,,
S0NH00144,NH,S,"""Bob""",Smith,"Smith, ""Bob""",,W(D),1087,1.797199213002%,,,,,,,(I),
S0NH00201,NH,S,John E.,Sununu,"Sununu, John E.",,W(D),739,1.22183092769869%,,,,,,,,
,NH,S,,Scattered,Scattered ,,W(D),660,1.09121571350627%,,,,,,,,
S2NH00173,NH,S,Kenneth Scot,Stremsky,"Stremsky, Kenneth Scot",,W(D),2,0.00330671428335235%,,,,,,,,
,NH,S,,,   ,Total Party Votes:,D,60483,,,,,,,,,
S2NH00157,NH,S,"""Ken""",Blevens,"Blevens, ""Ken""",,LBT,,,,,9835,2.19955941717826%,,,,
,NH,S,,Scattered,Scattered ,,W,,,,,197,0.0440582821742874%,,,,
,NH,S,,,   ,Total State Votes:,,214025,,,,447135,,,,,
