FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
,CA,05,,,   ,Total Party Votes:,D,48355,,,,,,,,,
H2CA05061,CA,05,Richard,Frankhuizen,"Frankhuizen, Richard",,R,23691,100%,,,34749,26.4094301478971%,,,,
,CA,05,,,   ,Total Party Votes:,R,23691,,,,,,,,,
H2CA05079,CA,05,Timothy E.,Roloff,"Roloff, Timothy E.",,LBT,286,100%,,,4103,3.11830245177765%,,,,
,CA,05,,,   ,Total Party Votes:,LBT,286,,,,,,,,,
,CA,05,,,   ,Total District Votes:,,72332,,,,131578,,,,,
H2CA01045,CA,06,Lynn,Woolsey,"Woolsey, Lynn",,D,69158,80.4836607392235%,,,139750,66.6863902501873%,,,(I),
H2CA06226,CA,06,Mike,Martini,"Martini, Mike",,D,16770,19.5163392607765%,,,,,,,,
,CA,06,,,   ,Total Party Votes:,D,85928,,,,,,,,,
H2CA06234,CA,06,Paul L.,Erickson,"Erickson, Paul L.",,R,40621,100%,,,62052,29.6101888215%,,,,
,CA,06,,,   ,Total Party Votes:,R,40621,,,,,,,,,
H0CA06071,CA,06,Richard O.,Barton,"Barton, Richard O.",,LBT,709,100%,,,4936,2.35537761914078%,,,,
,CA,06,,,   ,Total Party Votes:,LBT,709,,,,,,,,,
H2CA06242,CA,06,Jeff,Rainforth,"Rainforth, Jeff",,REF,299,100%,,,2825,1.34804330917194%,,,,
,CA,06,,,   ,Total Party Votes:,REF,299,,,,,,,,,
,CA,06,,,   ,Total District Votes:,,127557,,,,209563,,,,,
H6CA07043,CA,07,George,Miller,"Miller, George",,D,50581,100%,,,97849,70.7124067757415%,,,(I),
,CA,07,,,   ,Total Party Votes:,D,50581,,,,,,,,,
H2CA07091,CA,07,Charles R.,Hargrave,"Hargrave, Charles R.",,R,22031,100%,,,36584,26.4381106550269%,,,,
,CA,07,,,   ,Total Party Votes:,R,22031,,,,,,,,,
H2CA07109,CA,07,Scott A.,Wilson,"Wilson, Scott A.",,LBT,315,100%,,,3943,2.84948256923166%,,,,
,CA,07,,,   ,Total Party Votes:,LBT,315,,,,,,,,,
,CA,07,,,   ,Total District Votes:,,72927,,,,138376,,,,,
H8CA05035,CA,08,Nancy,Pelosi,"Pelosi, Nancy",,D,65949,93.0865103674115%,,,127684,79.5831489457184%,,,(I),
H2CA08081,CA,08,Paul Gregory,McConnell,"McConnell, Paul Gregory",,D,4898,6.91348963258854%,,,,,,,,
,CA,08,,,   ,Total Party Votes:,D,70847,,,,,,,,,
H2CA08099,CA,08,G. Michael,German,"German, G. Michael",,R,8489,75.0906678460858%,,,20063,12.5049083463703%,,,,
H2CA08107,CA,08,John,Jenkel,"Jenkel, John",,R,2816,24.9093321539142%,,,,,,,,
,CA,08,,,   ,Total Party Votes:,R,11305,,,,,,,,,
H2CA08115,CA,08,Jay,Pond,"Pond, Jay",,GRN,2615,100%,,,10033,6.25338909630331%,,,,
,CA,08,,,   ,Total Party Votes:,GRN,2615,,,,,,,,,
H2CA08123,CA,08,Ira,Spivack,"Spivack, Ira",,LBT,406,100%,,,2659,1.65730704745046%,,,,
,CA,08,,,   ,Total Party Votes:,LBT,406,,,,,,,,,
,CA,08,Deborah,Liatos,"Liatos, Deborah",,W,,,,,2,0.00124656415754078%,,,,
,CA,08,,,   ,Total District Votes:,,85173,,,,160441,,,,,
H8CA09060,CA,09,Barbara,Lee,"Lee, Barbara",,D,68550,84.831759624785%,,,135893,81.4135168976198%,,,(I),
H2CA09063,CA,09,Kevin A.,Greene,"Greene, Kevin A.",,D,12257,15.168240375215%,,,,,,,,
,CA,09,,,   ,Total Party Votes:,D,80807,,,,,,,,,
H2CA09089,CA,09,Jerald,Udinsky,"Udinsky, Jerald",,R,8106,61.8448157473106%,,,25333,15.177004139782%,,,,
H2CA09071,CA,09,Hector (Reno),Reyna,"Reyna, Hector (Reno)",,R/W,5001,38.1551842526894%,,,6,0.00359460090943403%,,,,
,CA,09,,,   ,Total Party Votes:,R,13107,,,,,,,,,
H2CA09097,CA,09,James M.,Eyer,"Eyer, James M.",,LBT,317,100%,,,5685,3.40588436168874%,,,,
,CA,09,,,   ,Total Party Votes:,LBT,317,,,,,,,,,
,CA,09,,,   ,Total District Votes:,,94231,,,,166917,,,,,
H6CA10088,CA,10,Ellen O.,Tauscher,"Tauscher, Ellen O.",,D,49612,83.4109517644883%,,,126390,75.5934616051723%,,,(I),
H2CA10111,CA,10,Kurt,Rasmussen,"Rasmussen, Kurt",,D,9867,16.5890482355117%,,,,,,,,
,CA,10,,,   ,Total Party Votes:,D,59479,,,,,,,,,
H2CA10088,CA,10,Sonia E. Alonso,Harden,"Harden, Sonia E. Alonso",,LBT,456,100%,,,40807,24.4065383948277%,,,,
,CA,10,,,   ,Total Party Votes:,LBT,456, ,,,,,,,,
,CA,10,Gregory W.,Ellis,"Ellis, Gregory W.",,W(R),276,55.533199195171%,,,,,,,,
,CA,10,Anthony,Rodriguez,"Rodriguez, Anthony",,W(R),221,44.466800804829%,,,,,,,,
,CA,10,,,   ,Total Party Votes:,R,497,,,, ,,,,,
,CA,10,,,   ,Total District Votes:,,60432,,,,167197,,,,,
H2CA11051,CA,11,Richard W.,Pombo,"Pombo, Richard W.",,R,53525,87.0226153120783%,,,104921,60.3146772747132%,,,(I),
H2CA11119,CA,11,Thomas A. (Tom),Benigno,"Benigno, Thomas A. (Tom)",,R,7982,12.9773846879217%,,,,,,,,
,CA,11,,,   ,Total Party Votes:,R,61507,,,,,,,,,
H2CA11127,CA,11,Elaine,Shaw,"Shaw, Elaine",,D,24738,63.9323926190107%,,,69035,39.6853227252869%,,,,
H8CA11066,CA,11,Robert L.,Figueroa,"Figueroa, Robert L.",,D,13956,36.0676073809893%,,,,,,,,
,CA,11,,,   ,Total Party Votes:,D,38694,,,,,,,,,
,CA,11,,,   ,Total District Votes:,,100201,,,,173956,,,,,
H0CA11022,CA,12,Tom,Lantos,"Lantos, Tom",,D,57536,100%,,,105597,68.1341299747071%,,,(I),
,CA,12,,,   ,Total Party Votes:,D,57536,,,,,,,,,
H8CA12148,CA,12,Michael J.,Moloney,"Moloney, Michael J.",,R,23276,100%,,,38381,24.7644918185103%,,,,
,CA,12,,,   ,Total Party Votes:,R,23276,,,,,,,,,
H2CA12158,CA,12,Maad,Abu-Ghazalah,"Abu-Ghazalah, Maad",,LBT,327,100%,,,11006,7.10137820678264%,,,,
,CA,12,,,   ,Total Party Votes:,LBT,327,,,,,,,,,
,CA,12,,,   ,Total District Votes:,,81139,,,,154984,,,,,
H6CA09023,CA,13,"Fortney ""Pete""",Stark,"Stark, Fortney ""Pete""",,D,40981,100%,,,86495,71.0588795872596%,,,(I),
,CA,13,,,   ,Total Party Votes:,D,40981,,,,,,,,,
H2CA13065,CA,13,Syed R.,Mahmood,"Mahmood, Syed R.",,R,17772,100%,,,26852,22.0599229397895%,,,,
,CA,13,,,   ,Total Party Votes:,R,17772,,,,,,,,,
H2CA13073,CA,13,Mark W.,Stroberg,"Stroberg, Mark W.",,LBT,312,100%,,,3703,3.0421530852838%,,,,
,CA,13,,,   ,Total Party Votes:,LBT,312,,,,,,,,,
H0CA13051,CA,13,Don J.,Grundmann,"Grundmann, Don J.",,AIP,354,100%,,,2772,2.27730174248088%,,,,
,CA,13,,,   ,Total Party Votes:,AIP,354,,,,,,,,,
H2CA13081,CA,13,John J.,Bambey,"Bambey, John J.",,REF,82,100%,,,1901,1.5617426451862%,,,,
,CA,13,,,   ,Total Party Votes:,REF,82,,,,,,,,,
,CA,13,,,   ,Total District Votes:,,59501,,,,121723,,,,,
H8CA12098,CA,14,Anna G.,Eshoo,"Eshoo, Anna G.",,D,53132,100%,,,117055,68.182877246939%,,,(I),
,CA,14,,,   ,Total Party Votes:,D,53132,,,,,,,,,
H2CA14113,CA,14,Joe,Nixon,"Nixon, Joe",,R,32911,100%,,,48346,28.1608592830765%,,,,
,CA,14,,,   ,Total Party Votes:,R,32911,,,,,,,,,
H2CA14121,CA,14,Andrew B.,Carver,"Carver, Andrew B.",,LBT,859,100%,,,6277,3.65626346998451%,,,,
,CA,14,,,   ,Total Party Votes:,LBT,859,,,,,,,,,
,CA,14,,,   ,Total District Votes:,,86902,,,,171678,,,,,
H0CA15148,CA,15,Mike,Honda,"Honda, Mike",,D,38636,100%,,,87482,65.765061418412%,,,(I),
,CA,15,,,   ,Total Party Votes:,D,38636,,,,,,,,,
H2CA16076,CA,15,Linda Rae,Hermann,"Hermann, Linda Rae",,R,25853,100%,,,41251,31.0106598908451%,,,,
,CA,15,,,   ,Total Party Votes:,R,25853,,,,,,,,,
H2CA15078,CA,15,Jeff,Landauer,"Landauer, Jeff",,LBT,495,100%,,,4289,3.22427869074289%,,,,
,CA,15,,,   ,Total Party Votes:,LBT,495,,,,,,,,,
,CA,15,,,   ,Total District Votes:,,64984,,,,133022,,,,,
H4CA16049,CA,16,Zoe,Lofgren,"Lofgren, Zoe",,D,34247,100%,,,72370,67.0179467708777%,,,(I),
,CA,16,,,   ,Total Party Votes:,D,34247,,,,,,,,,
H2CA16084,CA,16,Douglas Adams,McNea,"McNea, Douglas Adams",,R,19008,100%,,,32182,29.8020113718445%,,,,
,CA,16,,,   ,Total Party Votes:,R,19008, ,,,,,,,,
H0CA16062,CA,16,Dennis Michael,Umphress,"Umphress, Dennis Michael",,LBT,308,100%,,,3434,3.1800418572778%,,,,
,CA,16,,,   ,Total Party Votes:,LBT,308,,,,,,,,,
,CA,16,,,   ,Total District Votes:,,53563,,,,107986,,,,,
H4CA17021,CA,17,Sam,Farr,"Farr, Sam",,D,51251,91.0983131587835%,,,101632,68.0741613974922%,,,(I),
H6CA16069,CA,17,Art,Dunn,"Dunn, Art",,D,5008,8.90168684121652%,,,,,,,,
,CA,17,,,   ,Total Party Votes:,D,56259,,,,,,,,,
H0CA17078,CA,17,Clint,Engler,"Engler, Clint",,R,21710,63.1655513529241%,,,40334,27.0161290322581%,,,,
H2CA17066,CA,17,Ignacio,Velazquez,"Velazquez, Ignacio",,R,12660,36.8344486470759%,,,,,,,,
,CA,17,,,   ,Total Party Votes:,R,34370,,,,,,,,,
H2CA17074,CA,17,Ray,Glock-Grueneich,"Glock-Grueneich, Ray",,GRN,1950,100%,,,4885,3.2720233629836%,,,,
,CA,17,,,   ,Total Party Votes:,GRN,1950,,,,,,,,,
H2CA17082,CA,17,Jascha,Lee,"Lee, Jascha",,LBT,443,100%,,,2418,1.61960132890365%,,,,
,CA,17,,,   ,Total Party Votes:,LBT,443,,,,,,,,,
,CA,17,Alan ,Shugart,"Shugart, Alan ",,W,,,,,27,0.0180848783624478%,,,,
,CA,17,,,   ,Total District Votes:,,93022,,,,149296,,,,,
H2CA18056,CA,18,Dennis A.,Cardoza,"Cardoza, Dennis A.",,D,22879,53.2267820584404%,,,56181,51.2633106129041%,,,,
H0CA15031,CA,18,Gary A.,Condit,"Condit, Gary A.",,D,16618,38.6608970779825%,,,,,,,(I),
H2CA18098,CA,18,Ralph L.,White,"White, Ralph L.",,D,1344,3.12674483528755%,,,,,,,,
H2CA00088,CA,18,"Sukhmander ""Sukhi""",Singh,"Singh, Sukhmander ""Sukhi""",,D,963,2.24036850921273%,,,,,,,,
H2CA18072,CA,18,Joseph,Martin,"Martin, Joseph",,D,740,1.7215708170482%,,,,,,,,
H2CA18080,CA,18,Elvis ,Pringle,"Pringle, Elvis ",,D,440,1.02363670202866%,,,,,,,,
,CA,18,,,   ,Total Party Votes:,D,42984,,,,,,,,,
H8CA16024,CA,18,Dick,Monteith,"Monteith, Dick",,R,16031,52.893625445427%,,,47528,43.3677333406331%,,,,
H6CA18081,CA,18,Bill,Conrad,"Conrad, Bill",,R,9543,31.4867361752673%,,,,,,,,
H2CA18106,CA,18,George R.,House,"House, George R.",,R,3885,12.8183977827636%,,,,,,,,
H0CA04084,CA,18,Park,Yonker,"Yonker, Park",,R,849,2.80124059654217%,,,,,,,,
,CA,18,,,   ,Total Party Votes:,R,30308,,,,,,,,,
H2CA18114,CA,18,Kevin H.,Cripe,"Cripe, Kevin H.",,AIP,531,100%,,,3641,3.32229248218408%,,,,
,CA,18,,,   ,Total Party Votes:,AIP,531,,,,,,,,,
H8CA18061,CA,18,Linda,De Groat,"De Groat, Linda",,LBT,179,100%,,,2194,2.00195267945945%,,,,
,CA,18,,,   ,Total Party Votes:,LBT,179,,,,,,,,,
,CA,18,Donna ,Crowder,"Crowder, Donna ",,W,,,,,49,0.0447108848192859%,,,,
,CA,18,,,   ,Total District Votes:,,74002,,,,109593,,,,,
H2CA19054,CA,19,George,Radanovich,"Radanovich, George",,R,61724,100%,,,106209,67.3052306054423%,,,(I),
,CA,19,,,   ,Total Party Votes:,R,61724,,,,,,,,,
H2CA19104,CA,19,John,Veen,"Veen, John",,D,34274,100%,,,47403,30.0395432250542%,,,,
,CA,19,,,   ,Total Party Votes:,D,34274,,,,,,,,,
H2CA04064,CA,19,Patrick Lee,McHargue,"McHargue, Patrick Lee",,LBT,324,100%,,,4190,2.65522616950356%,,,,
,CA,19,,,   ,Total Party Votes:,LBT,324,,,,,,,,,
,CA,19,,,   ,Total District Votes:,,96322,,,,157802,,,,,
H0CA17045,CA,20,Cal,Dooley,"Dooley, Cal",,D,27422,100%,,,47627,63.6980072221479%,,,(I),
,CA,20,,,   ,Total Party Votes:,D,27422,,,,,,,,,
H2CA20060,CA,20,Andre,Minuth,"Minuth, Andre",,R,8807,52.5602769157317%,,,25628,34.275779055771%,,,,
H2CA20078,CA,20,Ricky,Martin,"Martin, Ricky",,R,7949,47.4397230842683%,,,,,,,,
,CA,20,,,   ,Total Party Votes:,R,16756,,,,,,,,,
H2CA20086,CA,20,Varrin,Swearingen,"Swearingen, Varrin",,LBT,102,100%,,,1515,2.02621372208105%,,,,
,CA,20,,,   ,Total Party Votes:,LBT,102,,,,,,,,,
,CA,20,,,   ,Total District Votes:,,44280,,,,74770,,,,,
H8CA20059,CA,21,Devin,Nunes,"Nunes, Devin",,R,21438,37.040620626501%,,,87544,70.4874474629221%,,,,
H2CA21100,CA,21,Jim,Patterson,"Patterson, Jim",,R,19099,32.9992916011542%,,,,,,,,
H2CA38187,CA,21,Mike,Briggs,"Briggs, Mike",,R,14864,25.6820498643675%,,,,,,,,
H2CA21142,CA,21,Tom,Wright,"Wright, Tom",,R,1413,2.44138431501287%,,,,,,,,
H2CA21134,CA,21,Nathan,Short,"Short, Nathan",,R,436,0.753321699466109%,,,,,,,,
H2CA19096,CA,21,Richard ,Morgan,"Morgan, Richard ",,R,369,0.6375589612454%,,,,,,,,
H2CA21126,CA,21,Greg,Ingles,"Ingles, Greg",,R,258,0.445772932252881%,,,,,,,,
,CA,21,,,   ,Total Party Votes:,R,57877,,,,,,,,,
H2CA21118,CA,21,David G.,LaPere,"LaPere, David G.",,D,24595,100%,,,32584,26.235527142144%,,,,
,CA,21,,,   ,Total Party Votes:,D,24595,,,,,,,,,
H6CA20129,CA,21,Jonathan,Richter,"Richter, Jonathan",,LBT,188,100%,,,4070,3.2770253949339%,,,,
,CA,21,,,   ,Total Party Votes:,LBT,188,,,,,,,,,
,CA,21,,,   ,Total District Votes:,,82660,,,,124198,,,,,
H8CA18020,CA,22,Bill ,Thomas,"Thomas, Bill ",,R,70738,100%,,,120473,73.3317101378702%,,,(I),
,CA,22,,,   ,Total Party Votes:,R,70738,,,,,,,,,
H2CA22124,CA,22,Jaime A.,Corvera,"Corvera, Jaime A.",,D,29949,100%,,,38988,23.7319292692577%,,,,
,CA,22,,,   ,Total Party Votes:,D,29949,,,,,,,,,
H2CA22132,CA,22,Frank,Coates,"Coates, Frank",,LBT,452,100%,,,4824,2.93636059287214%,,,,
,CA,22,,,   ,Total Party Votes:,LBT,452,,,,,,,,,
,CA,22,,,   ,Total District Votes:,,101139,,,,164285,,,,,
H8CA22089,CA,23,Lois,Capps,"Capps, Lois",,D,43324,100%,,,95752,59.0252863360087%,,,(I),
,CA,23,,,   ,Total Party Votes:,D,43324,,,,,,,,,
H2CA23080,CA,23,Beth,Rogers,"Rogers, Beth",,R,25512,62.3612808604253%,,,62604,38.5915597144654%,,,,
H2CA22116,CA,23,Donald E.,Regan,"Regan, Donald E.",,R,15396,37.6338303593254%,,,,,,,,
,CA,23,Vincent,Gillespie,"Gillespie, Vincent",,W(R),2,0.00488878024932779%,,,,,,,,
,CA,23,,,   ,Total Party Votes:,R,40910,,,,,,,,,
H2CA23098,CA,23,James E.,Hill,"Hill, James E.",,LBT,409,100%,,,3866,2.38315394952596%,,,,
,CA,23,,,   ,Total Party Votes:,LBT,409,,,,,,,,,
,CA,23,,,   ,Total District Votes:,,84643,,,,162222,,,,,
H6CA21028,CA,24,Elton,Gallegly,"Gallegly, Elton",,R,62239,100%,,,120585,65.1789671686324%,,,(I),
,CA,24,,,   ,Total Party Votes:,R,62239,,,,,,,,,
H2CA24120,CA,24,Fern,Rudin,"Rudin, Fern",,D,32695,100%,,,58755,31.758429456342%,,,,
,CA,24,,,   ,Total Party Votes:,D,32695,,,,,,,,,
H2CA24138,CA,24,Gary,Harber,"Harber, Gary",,LBT,508,100%,,,5666,3.06260337502568%,,,,
,CA,24,,,   ,Total Party Votes:,LBT,508,,,,,,,,,
,CA,24,,,   ,Total District Votes:,,95442,,,,185006,,,,,
H2CA25036,CA,25,"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,R,37000,84.4556037434376%,,,80775,64.9650945824218%,,,(I),
H2CA25119,CA,25,"James O. ""Jim""",Aldrich,"Aldrich, James O. ""Jim""",,R,6810,15.5443962565624%,,,,,,,,
,CA,25,,,   ,Total Party Votes:,R,43810,,,,,,,,,
H6CA40234,CA,25,Bob,Conaway,"Conaway, Bob",,D,21264,100%,,,38674,31.1044267147085%,,,,
,CA,25,,,   ,Total Party Votes:,D,21264,,,,,,,,,
H2CA25127,CA,25,Frank M.,"Consolo, Jr.","Consolo, Frank M., Jr.",,LBT,312,100%,,,4887,3.93047870286964%,,,,
,CA,25,,,   ,Total Party Votes:,LBT,312,,,,,,,,,
,CA,25,,,   ,Total District Votes:,,65386,,,,124336,,,,,
H8CA35032,CA,26,David,Dreier,"Dreier, David",,R,53123,100%,,,95360,63.7731558884505%,,,(I),
,CA,26,,,   ,Total Party Votes:,R,53123,,,,,,,,,
H6CA41166,CA,26,Marjorie Musser,Mikels,"Mikels, Marjorie Musser",,D,25671,100%,,,50081,33.4922757974988%,,,,
,CA,26,,,   ,Total Party Votes:,D,25671,,,,,,,,,
H0CA28083,CA,26,Randall,Weissbuch,"Weissbuch, Randall",,LBT,333,100%,,,4089,2.73456831405069%,,,,
,CA,26,,,   ,Total Party Votes:,LBT,333,,,,,,,,,
,CA,26,,,   ,Total District Votes:,,79127,,,,149530,,,,,
H6CA24113,CA,27,Brad,Sherman,"Sherman, Brad",,D,33718,100%,,,79815,61.962875841349%,,,(I),
,CA,27,,,   ,Total Party Votes:,D,33718,,,,,,,,,
H2CA27180,CA,27,Robert M.,Levy,"Levy, Robert M.",,R,25011,100%,,,48996,38.0371241586511%,,,,
,CA,27,,,   ,Total Party Votes:,R,25011,,,,,,,,,
,CA,27,,,   ,Total District Votes:,,58729,,,,128811,,,,,
H2CA26026,CA,28,Howard L.,Berman,"Berman, Howard L.",,D,34864,100%,,,73771,71.3963571608308%,,,(I),
,CA,28,,,   ,Total Party Votes:,D,34864,,,,,,,,,
H2CA28097,CA,28,David R.,"Hernandez, Jr.","Hernandez, David R., Jr.",,R,12753,100%,,,23926,23.1558368658421%,,,,
,CA,28,,,   ,Total Party Votes:,R,12753,,,,,,,,,
H2CA28105,CA,28,Kelley L.,Ross,"Ross, Kelley L.",,LBT,212,100%,,,5629,5.44780597332714%,,,,
,CA,28,,,   ,Total Party Votes:,LBT,212,,,,,,,,,
,CA,28,,,   ,Total District Votes:,,47829,,,,103326,,,,,
H0CA27085,CA,29,Adam B.,Schiff,"Schiff, Adam B.",,D,29852,100%,,,76036,62.5599591907258%,,,(I),
,CA,29,,,   ,Total Party Votes:,D,29852,,,,,,,,,
H2CA29087,CA,29,Jim,Scileppi,"Scileppi, Jim",,R,26978,100%,,,40616,33.417529887034%,,,,
,CA,29,,,   ,Total Party Votes:,R,26978, ,,,,,,,,
H6CA25086,CA,29,Ted,Brown,"Brown, Ted",,LBT,255,100%,,,4889,4.02251092224023%,,,,
,CA,29,,,   ,Total Party Votes:,LBT,255,,,,,,,,,
,CA,29,,,   ,Total District Votes:,,57085,,,,121541,,,,,
H6CA24048,CA,30,Henry A.,Waxman,"Waxman, Henry A.",,D,52785,89.5708540496513%,,,130604,70.3711885685344%,,,(I),
H2CA30218,CA,30,Kevin,Feldman,"Feldman, Kevin",,D,6146,10.4291459503487%,,,,,,,,
,CA,30,,,   ,Total Party Votes:,D,58931,,,,,,,,,
H0CA30055,CA,30,Tony D.,Goss,"Goss, Tony D.",,R,29520,100%,,,54989,29.6288114314656%,,,,
,CA,30,,,   ,Total Party Votes:,R,29520,,,,,,,,,
,CA,30,,,   ,Total District Votes:,,88451,,,,185593,,,,,
H2CA30143,CA,31,Xavier ,Becerra,"Becerra, Xavier ",,D,24231,100%,,,54569,81.1519414660262%,,,(I),
,CA,31,,,   ,Total Party Votes:,D,24231,,,,,,,,,
H2CA31083,CA,31,Luis,Vega,"Vega, Luis",,R,4302,64.8868778280543%,,,12674,18.8480585339738%,,,,
H2CA31075,CA,31,Dino G.,Pantazis,"Pantazis, Dino G.",,R,2328,35.1131221719457%,,,,,,,,
,CA,31,,,   ,Total Party Votes:,R,6630,,,,,,,,,
,CA,31,,,   ,Total District Votes:,,30861,,,,67243,,,,,
H0CA31087,CA,32,Hilda L.,Solis,"Solis, Hilda L.",,D,24811,100%,,,58530,68.7948847541696%,,,(I),
,CA,32,,,   ,Total Party Votes:,D,24811,,,,,,,,,
H2CA32198,CA,32,Emma E.,Fischbeck,"Fischbeck, Emma E.",,R,13018,100%,,,23366,27.4638865054831%,,,,
,CA,32,,,   ,Total Party Votes:,R,13018,,,,,,,,,
H0CA31095,CA,32,Michael (Mick),McGuire,"McGuire, Michael (Mick)",,LBT,96,100%,,,3183,3.74122874034721%,,,,
,CA,32,,,   ,Total Party Votes:,LBT,96,,,,,,,,,
,CA,32,,,   ,Total District Votes:,,37925,,,,85079,,,,,
H2CA32099,CA,33,Diane E.,Watson,"Watson, Diane E.",,D,49291,100%,,,97779,82.5494516627409%,,,(I),
,CA,33,,,   ,Total Party Votes:,D,49291,,,,,,,,,
H2CA33105,CA,33,Andrew,Kim,"Kim, Andrew",,R,7911,100%,,,16699,14.0980506378273%,,,,
,CA,33,,,   ,Total Party Votes:,R,7911,,,,,,,,,
H2CA33113,CA,33,Charles ,Tate,"Tate, Charles ",,LBT,193,100%,,,3971,3.35249769943182%,,,,
,CA,33,,,   ,Total Party Votes:,LBT,193,,,,,,,,,
,CA,33,,,   ,Total District Votes:,,57395,,,,118449,,,,,
H2CA33048,CA,34,Lucille,Roybal-Allard,"Roybal-Allard, Lucille",,D,24563,100%,,,48734,74.0368254739913%,,,(I),
,CA,34,,,   ,Total Party Votes:,D,24563,,,,,,,,,
H8CA33235,CA,34,Wayne,Miller,"Miller, Wayne",,R,8727,100%,,,17090,25.9631745260088%,,,,
,CA,34,,,   ,Total Party Votes:,R,8727,,,,,,,,,
,CA,34,,,   ,Total District Votes:,,33290,,,,65824,,,,,
H4CA23011,CA,35,Maxine,Waters,"Waters, Maxine",,D,36351,100%,,,72401,77.5113214213068%,,,(I),
,CA,35,,,   ,Total Party Votes:,D,36351,,,,,,,,,
H2CA35092,CA,35,Ross,Moen,"Moen, Ross",,R,5546,68.4691358024691%,,,18094,19.3711392079823%,,,,
H4CA32087,CA,35,Michael Anthony,Cyrus,"Cyrus, Michael Anthony",,R,2554,31.5308641975309%,,,,,,,,
,CA,35,,,   ,Total Party Votes:,R,8100,,,,,,,,,
H6CA35093,CA,35,Gordon Michael,Mego,"Mego, Gordon Michael",,AIP,156,100%,,,2912,3.11753937071097%,,,,
,CA,35,,,   ,Total Party Votes:,AIP,156,,,,,,,,,
,CA,35,,,   ,Total District Votes:,,44607,,,,93407,,,,,
H2CA27107,CA,36,Jane,Harman,"Harman, Jane",,D,35638,100%,,,88198,61.3547036194531%,,,(I),
,CA,36,,,   ,Total Party Votes:,D,35638,,,,,,,,,
H2CA36223,CA,36,Stuart,Johnson,"Johnson, Stuart",,R,17511,57.287270585926%,,,50328,35.0105390571196%,,,,
H2CA36215,CA,36,Gloria,Davis,"Davis, Gloria",,R,13056,42.712729414074%,,,,,,,,
,CA,36,,,   ,Total Party Votes:,R,30567,,,,,,,,,
H2CA36231,CA,36,Mark,McSpadden,"McSpadden, Mark",,LBT,415,100%,,,5225,3.63475732342732%,,,,
,CA,36,,,   ,Total Party Votes:,LBT,415,,,,,,,,,
,CA,36,,,   ,Total District Votes:,,66620,,,,143751,,,,,
H6CA37222,CA,37,Juanita,Millender-McDonald,"Millender-McDonald, Juanita",,D,25302,77.6826010868564%,,,63445,72.9152300832069%,,,(I),
H2CA38062,CA,37,Peter,Mathews,"Mathews, Peter",,D,7269,22.3173989131436%,,,,,,,,
,CA,37,,,   ,Total Party Votes:,D,32571,,,,,,,,,
H2CA37247,CA,37,Oscar A.,Velasco,"Velasco, Oscar A.",,R,9609,100%,,,20154,23.1623224382844%,,,,
,CA,37,,,   ,Total Party Votes:,R,9609,,,,,,,,,
H2CA37254,CA,37,Herb,Peters,"Peters, Herb",,LBT,166,100%,,,3413,3.92244747850871%,,,,
,CA,37,,,   ,Total Party Votes:,LBT,166,,,,,,,,,
,CA,37,,,   ,Total District Votes:,,42346,,,,87012,,,,,
H8CA34068,CA,38,Grace F.,Napolitano,"Napolitano, Grace F.",,D,21815,64.9836163240989%,,,62600,71.1145444011496%,,,(I),
H2CA38195,CA,38,Gregory,Salcido,"Salcido, Gregory",,D,11755,35.0163836759011%,,,,,,,,
,CA,38,,,   ,Total Party Votes:,D,33570,,,,,,,,,
H2CA38203,CA,38,Alex A.,Burrola,"Burrola, Alex A.",,R,11761,100%,,,23126,26.2714848853193%,,,,
,CA,38,,,   ,Total Party Votes:,R,11761,,,,,,,,,
H2CA38211,CA,38,Al,Cuperus,"Cuperus, Al",,LBT,92,100%,,,2301,2.61397071353108%,,,,
,CA,38,,,   ,Total Party Votes:,LBT,92,,,,,,,,,
,CA,38,,,   ,Total District Votes:,,45423,,,,88027,,,,,
H2CA39078,CA,39,Linda T.,Sanchez,"Sanchez, Linda T.",,D,10804,33.4654937430306%,,,52256,54.8067040043631%,,,,
H2CA39086,CA,39,Hector,De La Torre,"De La Torre, Hector",,D,9450,29.2714657415438%,,,,,,,,
H2CA38161,CA,39,Sally M.,Havice,"Havice, Sally M.",,D,6223,19.275802254987%,,,,,,,,
H2CA39110,CA,39,Helen M.,Rahder,"Rahder, Helen M.",,D,2698,8.35708090695081%,,,,,,,,
H0CA38090,CA,39,Ken,Graham,"Graham, Ken",,D,1879,5.82022054268368%,,,,,,,,
H8CA39109,CA,39,Cecy R.,Groom,"Groom, Cecy R.",,D,1230,3.80993681080411%,,,,,,,,
,CA,39,,,   ,Total Party Votes:,D,32284,,,,,,,,,
H2CA39102,CA,39,Tim,Escobar,"Escobar, Tim",,R,12894,70.4128440366973%,,,38925,40.8249952803474%,,,,
H2CA46073,CA,39,Richard B.,Owens,"Owens, Richard B.",,R,5418,29.5871559633028%,,,,,,,,
,CA,39,,,   ,Total Party Votes:,R,18312,,,,,,,,,
